xi,xj,LLM_model,prompt_id
The balloon floated,balloon floated think balloon,OPT,319
The crowd swayed,crowd swayed music dancers moved music dancers sync crowd frenzy dancers trance crowd frenzy,Falcon-7B,385
The ride began,ride began a.m. corner 7th downtown ride led ride honor,Falcon-7B,536
The cat purred,cat purred walked corridors home man coat head shaved ears pointed wore scarf took gloves shoes,GPT-2,359
The stars twinkled,stars twinkled sky sun set ocean stars twinkled sky sun set ocean stars twinkled sky sun set ocean,OPT,566
The snow fell,snow fell ground wind blew direction winds wind blowing direction winds winds blowing direction winds wind,BLOOM,556
The dog barked,dog barked dog barked dog barked dog barked dog barked dog barked dog barked dog barked dog,Falcon-7B,397
The leaves changed,leaves changed colors green used preparation cocktail bottle gin handed morning time kitchen day kitchen staff guests began,GPT-2,466
"Gently, she placed",placed jar table lamp adult do wish,GPT-Neo,96
She added the,added part racist racist,OPT,232
The bell rang,bell rang students filed classroom teacher sitting desk waiting students take seats morning class said hope had,Falcon-7B,323
The camera zoomed,camera zoomed man face looked twenties had jaw chin eyes blue hair had,Falcon-7B,344
The rain drummed,rain drummed roof car wipers swished car moving pace driver hurry car Mercedes driver,Falcon-7B,530
He stood up,stood looked man man character man world man world man world,BLOOM,134
As they observed,observed number patients test result group test result group test result concluded test result indicator presence,BLOOM,48
The letter arrived,letter arrived envelope envelope packaging addressed said wife said let husband pass job teacher like people knows,GPT-2,473
The ocean roared,ocean roared surface ocean moon looked said See sun said See rain began fall happened,GPT-Neo,503
The stars appeared,stars appeared girl eyes filled tears ran room sobbing stop have moment thought,GPT-Neo,563
As spring bloomed,spring bloomed spring flowering time flowering time flowering plant flowering time flowering plant,BLOOM,19
With a clink,clink champagne pages newspapers party night lights went guests tucked night phone,GPT-Neo,630
With a yawn,yawning rumbling woken night wine tasting vineyards morning sun rising trees sat sunshine,GPT-Neo,663
In the basement,basement courthouse downtown group men women working preserve history city organization,Falcon-7B,152
In the lobby,lobby is button says,OPT,186
He sat down,sat said work took breath eyes stayed collected coming place heart pounding emotion cried,GPT-2,128
She selected the,selected think trying,OPT,265
As they analyzed,analyzed data researchers found women had levels protein blood times develop breast cancer levels protein called,Falcon-7B,23
With a frown,frown set face turned car road house evening heard bang heard echoing boom tree fell road,GPT-2,635
The book fell,book fell shelf broke joking books work joking seen happen look,OPT,332
The dog wagged,dog wagged tail barked dog wagged tail barked ’m said ’m said ’m said,Falcon-7B,400
As night fell,night fell night day taken room doors shut group men told have take shelter bed slept,GPT-2,15
The book fell,book fell hands,BLOOM,332
The door opened,door opened room filled people wearing jumpsuits time longsword colored sword stood people seated room,GPT-2,404
"Carefully, she aimed",aimed gun room was table left lamp books side managed position fire gun holding miss,GPT-Neo,81
The clock ticked,clock ticked seconds season position trailing points had ball yard,Falcon-7B,372
He stepped forward,stepped desk doorway smiled said honeydew be give sweetest honeycomb,GPT-Neo,133
"Slowly, he walked",walked door going leave going leave going leave come going leave come going,Falcon-7B,294
In the attic,attic house grew was closet filled clothes remember mother telling saved wear kid,Falcon-7B,148
In the recital,hall woman dress wig sat piano hands poised keys play piece,Falcon-7B,198
With a grin,grin said call gift like do do ',Falcon-7B,638
The wildlife thrived,wildlife thrived area area place hiking biking area bear world area,BLOOM,607
"Quietly, he meditated",meditated idea world order world changing respond diplomat decade,OPT,219
The curtain parted,curtain parted saw world politics light man announced candidacy talking see man going,GPT-Neo,389
In the database,database know couple things like see design example prevent entering database way line denote slate,GPT-2,167
"Slowly, he turned",turned head look talk understand talk,Falcon-7B,292
The chapter ended,chapter ended night students went p.m. spent afternoon finishing assignment discussion night focused student section �,GPT-Neo,362
As they walked,walked room men looked smiled mean scare,OPT,65
He whispered to,whispered voice come rest battle ends shuddered sound tears welling said,GPT-2,146
She looked back,looked said going tell do going tell do going tell do going,OPT,249
The kite soared,kite soared sailed edge cliffs sea impelled power gliding man standing shore,GPT-Neo,463
In the stable,version game use L key move have use key know bug bit,OPT,205
"Slowly, she walked",walked city eyes met faces people tail end tail went voice heart carry,GPT-2,300
The deal closed,deal closed reasons contract following ’s predict demand kind product material kind products demand provide,GPT-Neo,394
She turned around,turned turned gon find know said blinked turned lie lie,GPT-2,275
With a yawn,yawn men turned side room man darkness man face standing middle room,BLOOM,663
In the morning,morning wake going go gym today going go gym today going go,OPT,191
As they waited,waited bus group men 20s 30s gathered table middle street talking news news police arrested,OPT,64
As she walked,walked room saw man hours hours love,OPT,17
She bargained for,bargained time king order have order sword throne hands king become,GPT-Neo,234
In the cellar,cellar house wine stored barrels barrels made oak stored cellar temperature degrees wine stored barrels,Falcon-7B,158
The secret revealed,secret revealed study brain system composed cells tissues brain system composed cells tissues brain system composed,BLOOM,546
The baby cooed,baby cooed heard cat said cat house trying keep have chance success,GPT-2,314
She looked down,looked papers lap see know finished people go time read,GPT-Neo,250
The moon glowed,moon glowed sky stars shining moon thing sky stars thing sky moon thing,BLOOM,489
"Quietly, he entered",entered bedroom find sister staring mumbled heard getting dressed time felt touch shoulder fabric pressing,GPT-2,217
The rain stopped,rain stopped wind blowing direction sun sun shining clouds falling wind blowing direction sun clouds falling wind blowing,BLOOM,534
In the morning,morning friends gathered bar park fallen victim storms park closed vehicles areas sign cars parked number cars entered,GPT-2,191
The cat meowed,cat meowed coming ears boy surprised cat voice answer need dear,GPT-2,358
"Quietly, she crept",crept house made straw yours Look want take outfit stared split eyes filled,GPT-2,224
The bell tolled,bell tolled sound wind wind wind bell wind bell wind bell,BLOOM,324
The stars faded,stars faded seeing moments atmosphere seems warming presence details glimpsed tunnel dark,GPT-2,564
She walked towards,walked car stopped looked seen ghost happened asked look mess get get,GPT-Neo,279
"Slowly, he turned",turned side room looked clock kitchen time get,BLOOM,292
She stood up,stood hero think hero standing man trying rape think hero standing man,OPT,274
With a chisel,chisel hammer going assume seen lot people say,OPT,626
The coffee steamed,coffee steamed fire point walls kitchen restaurant made effort resist lighting blaze,GPT-2,375
In the library,library find book written woman survivor girl war started escape tell,Falcon-7B,184
The dog barked,dog barked dog barked dog barked dog barked dog barked dog barked dog barked dog barked dog,Falcon-7B,397
The conversation flowed,conversation flowed share story told childhood parents siblings marriage divorce children work hobbies friends travels,Falcon-7B,378
The camera flashed,camera flashed door slammed camera flashed door slammed voice demanded feet,GPT-Neo,342
"Slowly, he turned",turned head look talk understand talk,Falcon-7B,292
The crust stretched,crust stretched waves crashed rocks boatman had stand swim tossed side _ _ slipped did,GPT-Neo,386
In the kitchen,kitchen were tables chairs was table had table couch were tables people people sat tables placed sign read,GPT-2,181
She looked up,looked man holding knife man looks man looks man looks man looks,BLOOM,251
He lifted the,lifted knife took man clothes thing things confessed things wanted pay money,GPT-2,113
The flowers bloomed,flowers bloomed birds sang sun shining sun shining birds singing sun shining birds singing sun,OPT,433
She encrypted the,encrypted file sent email address given given email address man situation given email address man had,Falcon-7B,242
In the attic,attic kitchen living room kitchen space kitchen island kitchen island island island countertop kitchen island island island,BLOOM,148
As dawn broke,dawn broke sun shining horizon scene midst forest sun glowing midst forest sun shining,BLOOM,4
The kite danced,kite danced way saddle pulled said voice asked heard rider speak rider,GPT-2,460
The fire dimmed,fire dimmed fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished fire,BLOOM,420
"Carefully, she cut",cut finger edge knife think cut finger edge knife,OPT,83
As they deciphered,deciphered web factors shaped election saw candidacy confounding think,GPT-Neo,34
As they encored,encored team realized teams part army way men women team entered battlefield is doubt participated battles part,GPT-2,37
The land provided,land provided shelter people place grow foods make clothes plants grew shelter came people forest people land,GPT-Neo,465
In the den,denoising process image transformed pass filtered image image restored image denoising process performed following steps image transformed,BLOOM,168
With a cheer,cheer rushed men man waiting looked expecting asked man built,GPT-Neo,624
With a start,start overview written contains information Sustainability going go follows like,GPT-2,657
The path curved,path curved hill line thought heard wind trees ruffled leaf trees way top turned right,GPT-Neo,509
As they smiled,smiled laughed men arrested charged murder man found car middle night city men identified,OPT,58
"Carefully, he placed",placed box table opened box looked table box table looked box table,Falcon-7B,76
In the bakery,bakery work have rule manager manager manager manager manager,OPT,150
In the theater,theater players experience life world threats oppression kinds had reflections met man told,GPT-2,210
"Gently, he touched",touched cheek sweetheart turned face hand felt tears skin,Falcon-7B,92
As they read,read story students identify idea supporting details identify idea supporting details identify idea supporting details,Falcon-7B,53
The cat purred,cat purred think going kill purr,OPT,359
The phone rang,phone rang man walked greeted asking business guy meeting bar talked lot issues facing coming,GPT-2,515
As night fell,night fell sun setting mountains air sky air sky,OPT,15
The horse neighed,horse neighed sound feel going press blood nose teeth clenching sound coming,GPT-2,448
With a leap,leap faith generation entrepreneurs taking world world changing world changing world changing world changing,OPT,643
He reached out,reached touched cheek mean upset turned head kissed palm,Falcon-7B,124
"Quietly, she crept",crept feet glancing bed left Pushing turned took steps bathroom get,GPT-Neo,224
The clock chimed,clock chimed door opened door swung man stepped beard mustache wore suit,OPT,370
The flower wilted,flower wilted leaves plant transplanted pot containing peat moss water plant kept pot week transplanted pot containing peat moss water plant,BLOOM,432
She discovered the,discovered world Internet part part Internet community years part Internet community years,Falcon-7B,241
The alarm sounded,alarm sounded beginning man jacket stopped car front make room alarm went heard do voice,GPT-2,307
With applause,applause says he's'very administration response coronavirus said administration response coronavirus returned,OPT,664
As they listened,listened story fact story fact story fact story,BLOOM,46
The candle melted,candle melted men running began move bulb go said looked went,GPT-2,349
The elevator arrived,elevator arrived door closing message Thank stepped elevator pressed button,GPT-Neo,410
With a frown,frown face looked man entered room mean interrupt go,OPT,635
The bird sang,bird sang bird flew bird flew bird flew bird flew bird flew bird flew bird flew bird flew bird flew,BLOOM,328
The day passed,day passed day day day day day day day day,BLOOM,393
"Slowly, she walked",walked house sun sky sky pallor made head knew going think,GPT-Neo,300
The wind howled,wind howled friends began descend screaming sky got shot group tried hide faces snow came face,GPT-2,610
As they climbed,climbed steps saw figure man chief tribe man tribe chief tribe years,BLOOM,30
The bell tolled,bell tolled time village church built,Falcon-7B,324
He sat down,sat chat answered questions relationship husband wife divorce proceedings process taking place set lawyers,GPT-2,128
The train whistled,train whistled train whistled train whistled train whistled train whistled train whistled train whistled train whistled train,BLOOM,589
The sun peeked,sun peeked clouds temperature 70s day walk walked street park walked park walked walked,Falcon-7B,572
With a fizz,fizzling economy looming disaster government making plans give people stimulus package sum included package approved week time,GPT-Neo,633
The smoke rose,smoke rose kitchen aunt house kitchen clapboard affair table middle chair table plate jug,GPT-Neo,554
With a waft,waft hand magic wand gone magic wand gone magic magic,Falcon-7B,661
The flower bloomed,flower bloomed leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew leaves grew,OPT,430
The lightning flashed,lightning flashed red asked female hair said youth hair fire come contact earth mean,GPT-2,476
In the library,library user select type file saved file type selected clicking button file type selected clicking button file type selected clicking button,BLOOM,184
As dawn broke,dawn broke city army allies advanced rebel held part city seizing airport town army allies advanced,OPT,4
The glasses toasted,glasses toasted bread think way,OPT,440
The waves crashed,waves crashed came height enemy coming made attack landing lost time pursuing one injured waves penetrated,GPT-2,603
The ocean roared,ocean roared waves crashed shore wind blew rain fell sun shone moon shone birds sang flowers bloomed birds sang flowers bloomed,OPT,503
He pondered the,pondered matter moment recalled find way get telegraph house house time had,BLOOM,122
The door slammed,door slammed shut door slammed shut door slammed shut door slammed shut door slammed shut door slammed shut,OPT,405
With a chill,chill air day fall day fall says day fall today weather service says day,OPT,625
With a smile,smile hug kiss help times share joys help celebrate successes,Falcon-7B,649
The plants thrived,plants thrived conditions desert plants thrived conditions desert plants thrived conditions desert,OPT,519
The bell rang,bell rang voice said,GPT-Neo,323
He pondered the,pondered idea solution declined risks chances transplant recipient give hope regrets possibility existed,GPT-Neo,122
"Gently, he strummed",strummed guitar sang singer guitarist guitarist guitarist guitarist,BLOOM,91
In the pantry,pantry have jar peanut butter have jar peanut butter have jar peanut butter have jar peanut butter have jar peanut butter have jar,OPT,195
In the study,study effect presence drug activity enzyme effect drug activity enzyme studied presence enzyme results study shown Table,BLOOM,208
The mind cleared,mind cleared body relaxed heart opened soul awakened mind cleared body relaxed heart opened soul awakened mind cleared body relaxed heart opened soul awakened,Falcon-7B,485
She scored the,scored pass teammate holding end end tackle got trouble finished game tackles sacks hit difference,GPT-2,264
In the competition,competition winner make money competition companies individuals organisations competition companies individuals organisations competition,OPT,161
The chemicals reacted,chemicals reacted outside egg Mix egg chemicals mixing bowl Place egg cutting board work surface Put hands bottom raise,GPT-Neo,364
As night fell,night fell sun setting mountains air sky air sky,OPT,15
With a sigh,sigh looked calendar day spring going go park friend had headache working project,OPT,648
The rain poured,rain poured city city residents deterred city subway system shut day city residents,OPT,533
He looked back,looked door do do said voice firm man man,Falcon-7B,116
In the closet,closet felt feel breathing point try lift feeling stress pain thought accident happened,GPT-2,160
"Carefully, she cut",cut tape looked skin saw looked said semester took look,GPT-2,83
She posed for,posed photo husband actor singer actor singer actor singer actor singer actor singer actor singer actor singer actor singer actor singer actor singer actor,BLOOM,255
In the closet,closet friend apartment know top cupboard bottom wardrobe bathroom kitchen loo nook cranny cub,GPT-Neo,160
"Gently, she touched",touched shoulder mean mean mean,OPT,102
With a breath,breath air hit ground took side tunnel see entrances floor hear,GPT-2,622
He stepped forward,stepped get look body got see corpse smelled blood musk identify,GPT-Neo,133
She turned away,turned work said suppose makes man science told man world reminded man,GPT-Neo,276
She waited for,waited hours fire station food took minutes get apartment arrived got message born raised,GPT-2,277
The flower bloomed,flower bloomed middle night flower bloomed middle morning flower bloomed middle afternoon flower bloomed middle evening,GPT-Neo,430
"Carefully, he poured",poured contents bottle glass going drink said used said,Falcon-7B,77
The water splashed,water splashed screen touch thinking thing bug touch,OPT,600
The letter arrived,letter arrived mail notice tax audit letter addressed husband letter expecting expecting had,Falcon-7B,473
The smoke rose,smoke rose chimney house smell burning wood filled air house one yard porch porch one,OPT,554
In the safari,safari see lion leopard elephant buffalo rhino see animals giraffe zebra hippo crocodile antelope,Falcon-7B,199
With a flourish,flourish man middle room dressed suit shirt stood walked man back know,OPT,634
He pondered the,pondered question moment situation do do,Falcon-7B,122
As they laughed,laughed man back room member group said want part group laughed,OPT,45
In the mansion,mansion time room ceiling go place magic house girls face taken care sort dungeon,GPT-2,187
In the courtyard,courtyard front fire sat bench middle wood feeling calm evening have,GPT-2,165
In the study,study researchers found people exposed idea believe study published journal found,OPT,208
She looked down,looked feet looked mean wanted know need get,OPT,250
The horse neighed,horse neighed think going eat neigh,OPT,448
The smoke cleared,smoke cleared sun shining sun shining smoke clearing sun shining smoke clearing sun shining smoke clearing sun,OPT,552
The mirror reflected,mirror reflected face tell No lot came coma know,GPT-Neo,486
The train whistled,train whistled looked train leaving station said have,GPT-Neo,589
"Slowly, the sun",sun setting wind blowing sun shining wind clouds falling sky sun shining,BLOOM,301
The door opened,door opened man coat stepped face nose had mouth chin had,Falcon-7B,404
As evening approached,evening approached crowd grew crowd growing crowd growing crowd growing crowd growing crowd growing crowd growing crowd growing,OPT,8
She scored the,scored winning goal field exploits made household name year linked move,Falcon-7B,264
The door opened,door opened man coat stepped face nose had mouth chin had,Falcon-7B,404
He reached for,reached knife pulled,BLOOM,123
The fire roared,fire roared kitchen fire burning kitchen fire roared kitchen fire burning kitchen fire roared kitchen fire burning kitchen,BLOOM,423
The circuit connected,circuit connected motor output motor voltage circuit motor powered example cited circuit circuit circuit voltage conductors circuit,GPT-2,367
The actor emerged,actor emerged bathroom room pair visibility sunglasses pair hoodies tribute work actress mention classic,GPT-2,304
"Without hesitation, she",hesitation took mouth tongue explored exploring tongue explored tasting exploring taste flesh coated tongue pulled man taste taste,GPT-Neo,669
She looked up,looked said saying saying saying,OPT,251
With a frown,frown looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
In the hallway,hallway men talking future city man hat talking future city man hat talking future city man,BLOOM,180
"Quietly, he meditated",meditated extent problem gave words friend asked future hope answered shaking,GPT-2,219
As they watched,watched video students asked identify types bullying think ’s know bullying said year student,Falcon-7B,66
She cheered for,cheered home team visitor stadium year girl thousands fans packed stands,Falcon-7B,236
With a frown,frown face looked man entered room mean interrupt go,OPT,635
The stream bubbled,stream bubbled blood sight sight dying man blood spreading air man lying ground s,BLOOM,571
In the living,living room kitchen place enjoy air light kitchen place enjoy air light kitchen place enjoy,BLOOM,185
As they monitored,monitored progress project days said project completed time frame difficulties issues arisen official,GPT-Neo,47
"Gently, she placed",placed hand arm said going hurt going hurt said looked smile ’re,BLOOM,96
In the hallway,hallway office others sitting desks picked feet hair kind name asked,GPT-2,180
"Gently, he touched",touched shoulder mean make feel offended offended offended,OPT,92
He researched the,researched story knows people lived found clues connections people think ended learned,GPT-2,127
The dog whined,dog whined writhed ground heard cry street whoo Help please love go taken care dog,GPT-2,401
With a gasp,gasp delight stood walked reach front crowd put arms girl shoulders Come,GPT-Neo,637
With a sigh,sigh looked calendar day spring going go park friend had headache working project,OPT,648
"Carefully, he measured",measured feet head pointing face eyebrow grinned reaching seen girl,GPT-2,75
With a chisel,chisel hammer going assume seen lot people say,OPT,626
The city slept,city slept street city city located abandoned owners property city planning renovation replacing lot parking area property,GPT-2,368
The car honked,car honked see,OPT,352
The bird chirped,bird chirped started sing voice heard voices jumped turned see wings bird,GPT-2,325
The firewall breached,firewall breached jets destroyed according report statement said aircraft shot said have data suggesting,GPT-2,425
The mountain loomed,mountain loomed breath wind stirred thought day met girl had idea future hoped make wife,GPT-Neo,492
"Slowly, he moved",moved side hell said voice sounded making suggestion going want,GPT-Neo,288
The piano echoed,piano echoed second heart pounded lay second trying get brain work felt depression made want quit,GPT-2,517
The dog whined,dog whined cried cat sniffed sniffed cat sniffed sniffed cat sniffed sniffed cat sniffed sniffed,BLOOM,401
The elevator dinged,elevator dinged way door slid admitting man gun hand look satisfaction face hell find,GPT-Neo,411
In the mansion,mansion hero novel reader introduced friend man learning man mystery,Falcon-7B,187
With a shrug,shrug find time do members group see said are ways avoid singled,GPT-2,647
As they smiled,smiled talked got slipped chair aisle saw know said excuse,GPT-Neo,58
The potion bubbled,potion bubbled hissed smell ingredients made eyes water had mask going need take mask said,Falcon-7B,523
The leaves fell,leaves fell tree leaves fell tree leaves fell tree leaves fell tree leaves fell tree leaves fell tree,OPT,468
The fire blazed,fire blazed houses sending smoke buildings causing ground scene buckle roll were reports injuries led fire declared Police said,GPT-2,417
In the distance,distance sound vehicle horn heard bus slowed stop driver signaled traffic stopped driver used turn signals looked ways road pulling bus,GPT-Neo,169
As they listened,listened crowd realized going have do crowd chanting want see president want see president,OPT,46
The dog growled,dog growled cat sniffed cat bit dog bit dog cat sniffed dog growled cat,BLOOM,398
The camera flashed,camera flashed crowd cheered pageant held winner lawyer,Falcon-7B,342
As they drove,drove driver pulled road pulled noticed driver windows shattered driver said know means rest,GPT-2,35
She stood up,stood one man standing corridor yelled began walk corridor door door opened man,GPT-2,274
The password worked,password worked get user login tried use username password login logout work ideas tried use,BLOOM,508
The smoke rose,smoke rose chimney smell wood fire air sun setting sky pink air leaves beginning change color,Falcon-7B,554
The wind howled,wind howled rain pounded torrent house walls began shake need get tried get move budge dark seemed,GPT-Neo,610
In the living,living arrangement state art houses have partitions walls room are known partitions have doors moved order,GPT-Neo,185
With a laugh,laugh laugh told have answers question idea deal know story said says,GPT-2,642
The audience applauded,audience applauded performance actor lead film film success film nominated film nominated,BLOOM,312
With a shrug,shrug man coat said ’m ’m doctor ’re doctor said ’m doctor said,Falcon-7B,647
In the garage,garage are things need done car door need re - glued car window need cleaned replaced depending needs,GPT-Neo,176
She shaped the,shaped scene playing girl suit carrying sack filled papers photographs victims shot death said chair,GPT-2,266
He looked around,looked moment saw man man man faces man faces man faces man,OPT,114
He painted the,painted city family wanted say artist believed felt gift gifted man captured,GPT-2,119
The rain fell,rain fell rain started wash night showers hit lake afternoon meant morning wind shifted winds right,GPT-2,531
As twilight fell,twilight fell sweltering night walked night class park housed library town school place kids taught history sewing,GPT-Neo,68
The car honked,car honked see,OPT,352
In the shadows,shadows men women make crew work fixing rebuilding system carries passengers day job,GPT-Neo,201
In the garage,garage car parked garage door car parked garage door car parked garage door car parked garage door car parked,BLOOM,176
With a yawn,yawn going assume shit,OPT,663
As they walked,walked men talked weather crops price cattle news capital heard king going make law said farmer,Falcon-7B,65
She looked up,looked light afternoon sky water turned mirror tips sky darkened deepened green had greenness bruise gazed shore,GPT-Neo,251
With a shrug,shrug groan turned road see monster lumbering lane mean size,GPT-Neo,647
In the dojo,dojo make connection object person connection happens 's problem mean turn left,GPT-Neo,170
The incense burned,incense burned time smell smoke breathe man lying ground face covered blood man,OPT,454
With a frown,frown plastered boy said let go want money frowned second nose seemed twist surprise notice,GPT-2,635
The river flowed,river flowed town town built banks river town built banks river town built banks river town built banks,BLOOM,537
"Gently, she touched",touched side face love eyes searched hunger broke heart dear wanted run hide,GPT-Neo,102
The conversation flowed,conversation flowed twists members team campaign chairman director affairs told focused plans economy,GPT-2,378
As day began,day began fall restaurants coast called group workers brewery began brewing berserk Buds began use,GPT-2,5
In the morning,morning morning find Gone man said angel made picture church morning,GPT-Neo,191
The car sped,car sped city victim transported pronounced people home,GPT-2,353
The world faded,world faded understand world faded understand world faded understand,OPT,614
With a laugh,laugh said know n’t know said know know do,BLOOM,642
With a groan,groan sound hand clasped neck raised arm said teeth have today,GPT-2,639
As time passed,time passed question lingered air seemed answered police shoot ask questions According police reports officers injured gunfire intersection trying,GPT-Neo,67
She selected the,selected B team team going state tournament team going state tournament team,Falcon-7B,265
The file opened,file opened browser app,OPT,415
The flower wilted,flower wilted shape infant called girl rest herd honour borne male name,GPT-2,432
The flower bloomed,flower bloomed spring flower bloomed summer flower bloomed fall flower bloomed winter flower bloomed spring flower bloomed,Falcon-7B,430
As day began,day began dawn sun shining wind blowing sun shining wind blowing sun shining wind blowing sun shining,BLOOM,5
The leaves rustled,leaves rustled wind sun shone figures girl woman hair complexion dressed dress holding,Falcon-7B,470
The file opened,file opened window said File found gave file opened window said File found gave message game do stop,GPT-2,415
As time passed,time passed patient developed deficit treatment patient referred hospital evaluation patient diagnosed diagnosis leukemia,BLOOM,67
The bird flew,bird flew think bird,OPT,326
As they tested,tested weapons felt thump bullet passing inches men realized matter winning agony bullets burning,GPT-Neo,62
In the library,library find book written woman survivor girl war started escape tell,Falcon-7B,184
He pondered the,pondered matter moment frowned turn 's things discuss turn speak woman replied voice low measured,GPT-2,122
The sauce simmered,sauce simmered pan minutes added chicken sauce chicken cooked oven minutes sauce simmered pan minutes,OPT,544
In the library,library define default class classes want use runtime library make applications use implement runtime system,GPT-2,184
The waves crashed,waves crashed shore water waves crashed shore water waves crashed shore water waves crashed shore,OPT,603
The path curved,path curved direction arrow arrow path line path curved direction arrow curved,BLOOM,509
She saddled the,saddled horses road took gates stopping castle courtyard riding bridge dozen men standing bridge talking pointing,GPT-Neo,261
The camera zoomed,camera zoomed scene scene bit camera field view scene scene,BLOOM,344
With a sigh,sigh looked calendar day spring going go park friend had headache working project,OPT,648
In the cellar,cellar rows cell occupied cells row row occupied cells row cell row occupied cells,BLOOM,158
The bags filled,bags filled fruit vegetables dog food purchased location year learn woman supplied supplier drug,GPT-Neo,318
She looked down,looked tried failed take seat stared making others notice turned turned daze felt sweat forehead,GPT-2,250
The notes danced,notes danced page words flowed river pen moved rhythm ink flowed river pen moved rhythm ink flowed river words,Falcon-7B,502
As they waited,waited result students asked write thoughts topic students asked write thoughts topic students asked write thoughts topic students,BLOOM,64
The elevator arrived,elevator arrived climbed entrance car stopped woman eyes stairway want lose balance tempted go,GPT-2,410
"Carefully, he lifted",lifted head looked face girl girl looked girl looked pretty,BLOOM,74
The system hummed,system hummed life lights came air room going need take seat doctor said,Falcon-7B,578
"Quietly, he sketched",sketched outline face curve lips arch brow seen look seen look ',Falcon-7B,222
As they watched,watched game,BLOOM,66
In the bar,bar chart column shows number days month column shows number days week column shows number days year column shows number days,BLOOM,151
The sun peeked,sun peeked gold window Come spoke moment woman kids gather play,GPT-2,572
As morning broke,morning broke morning marathon grown race finished home bed began breakfast hours knew cook learned,GPT-2,11
With a groan,groan man suit stepped car ran door wearing jacket hat wearing leather jacket wearing leather jacket,BLOOM,639
The stars twinkled,stars twinkled moon rose stars moon stars moon stars moon stars moon,BLOOM,566
The leaves rustled,leaves rustled flowers blooming flowers blooming flowers blooming flowers blooming flowers blooming flowers blooming flowers,BLOOM,470
The sun peeked,sun peeked sky hissed take care told eyes twinkled stop,GPT-2,572
With a sigh,sigh man supposed president sitting chair president talking think leave lose lose world,GPT-2,648
In the silence,silence night city streets recesses streets lying alleys courts voices men women,GPT-Neo,203
With a sigh,sigh looked calendar day spring going go park friend had headache working project,OPT,648
As evening approached,evening approached sun setting sky turning shade pink sun setting mountains sky turning shade pink sun setting mountains sky turning,Falcon-7B,8
The moon rose,moon rose horizon sun set west stars shone sky moon sun setting moon sun setting moon,Falcon-7B,490
As they sat,sat kitchen talking future family,BLOOM,55
She raised her,raised hand said went seat,OPT,259
As they enchanted,enchanted stone turned stone making stone generations gathered village came families humans including,GPT-2,36
As night deepened,night deepened sun rising winter coming wind blowing clouds thundering sun shining clouds falling wind blowing,BLOOM,14
As they farmed,farmed land provide families give land crops people land people,Falcon-7B,41
As they danced,danced imagine missing colors pop culture references Bachelor groundbreaking television show television today coming,GPT-Neo,33
The stars twinkled,stars twinkled watched smile make effort make life living Frowning pulled hood head look,GPT-2,566
The fire crackled,fire crackled pitched like fire said standing stand,GPT-2,418
With a yawn,yawn men turned side room man darkness man face standing middle room,BLOOM,663
With a yawn,yawn opened eyes looked room bed desk chair looked noticed door walked,Falcon-7B,663
"Slowly, he moved",moved head looked girl standing felt seen man,BLOOM,288
In the studio,studio band playing song called Life Dream song journey man lot things song man lot,BLOOM,207
He looked around,looked room eyes landing door leave leave come leave see leave have worry couldn,Falcon-7B,114
The victory secured,victory secured run up weekend season key Blues success reason won games term,GPT-Neo,596
In the lobby,lobby hotel met man friend father doctor friend father years man,Falcon-7B,186
The kite soared,kite soared clouds wind blowing kite flying clouds wind blowing kite flying clouds wind,OPT,463
With a yawn,yawn opened eyes looked room bed desk chair looked noticed door walked,Falcon-7B,663
In the mirror,mirror image image image transformed image transformation matrix transformation matrix T matrix transforms image image transformation matrix T matrix transforms,BLOOM,190
The snow fell,snow fell night morning sun shining air day walk put coat boots grabbed,Falcon-7B,556
The candle flickered,candle flickered light fell shining fire burned room fire fire burning room fire burning room,BLOOM,347
She performed the,performed song end episode know wondering going sing,OPT,254
The flower bloomed,flower bloomed spring year flower flower flower flower flower flower flower,BLOOM,430
The shadows lengthened,shadows lengthened shadows lengthened shadows lengthened shadows lengthened shadows lengthened shadows lengthened shadows lengthened shadows lengthened,OPT,549
As they tested,tested waters wake COVID-19 businesses found operate workforce result companies considering make work,Falcon-7B,62
As evening fell,evening fell sun setting mountains air sky blue air scent pine sage air filled,OPT,9
The fire dimmed,fire dimmed light sun shone window sun shining sky sun shining sky sun shining,OPT,420
She stood up,stood looked man man looks face man looks face man looks,BLOOM,274
The kite dipped,kite dipped water touch thinking thing reference movie touch,OPT,461
The brush stroked,brush stroked skin velvety touch skin texture skin texture skin,BLOOM,337
As they waited,waited bus group men 20s 30s gathered table middle street talking news news police arrested,OPT,64
She turned around,turned looked mean used people talking mean,Falcon-7B,275
The crowd cheered,crowd cheered man member member member,BLOOM,382
The fire roared,fire roared heat reached jacket ground fire ran hand pressed jacket cuffs heat burned leather met skin smoke hurt,GPT-Neo,423
"Carefully, she lifted",lifted head looked sky sun shining clouds falling sky clouds sun shining clouds sun shining clouds,BLOOM,84
The child laughed,child laughed stopped see boy look uncle has farm stay summer girl said go,GPT-Neo,365
The bags filled,bags filled watched ground road looked run woods beach woman trying help saw,GPT-2,318
