xi,xj,LLM_model,prompt_id
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT,644
The wind howled,"The wind howled and the rain fell, but that didn’t stop the 2017 edition of the “Taste of the Nation” event from being a success.
The event, which was held at the Hilton Garden Inn in downtown",Falcon-7B,610
The toppings added,"The toppings added to the salad are a little different. The first is a salad dressing made with a mixture of garlic, thyme, and salt.",BLOOM,583
The water rippled,The water rippled and the wind blew. The wind was blowing in the direction of the sun. The sun was shining and the wind was blowing in the direction of the wind. The wind was blowing in the direction of the sun.,BLOOM,599
The smoke rose,The smoke rose to a dark purple and the light red of the sun. The sun seemed to come before it. A faint and terrible sound came into its light.,GPT-2,554
"Quietly, he moved","Quietly, he moved around the room, talking to himself. 'I have to get to the library. I have to get my notes for tonight, the meeting with the governor.",GPT-Neo,220
With great effort,"With great effort to make this project easy and easy to use, by making it fully modular I've designed a module that allows me to easily create my own parts and build out the modular interface.

The module is small enough to support almost any",GPT-2,667
The grass swayed,"The grass swayed in the wind, the sun shone down on the green, and the birds chirped in the trees. The air was warm and the sky was blue. The grass was green and the trees were tall.",Falcon-7B,444
She cheered for,"She cheered for the wrong team.
She cheered for the wrong team.",OPT,236
He lifted the,He lifted the lid and looked at the man who was holding the lid. He was a man who had been in the army for a long time. He was a man who had been in the army for a long time.,BLOOM,113
The bell echoed,"The bell echoed through the church, and the congregation rose to their feet.
“I’m so glad you’re here,” the pastor said.",Falcon-7B,322
As day ended,"As day ended, the sun was setting and the sky was turning pink.
I was sitting on the porch, enjoying the view and the cool breeze.
I was sitting on the porch, enjoying the view and the cool breeze.
I was",Falcon-7B,7
The leaves rustled,"The leaves rustled on the side of the car: a few leaves, and one that had been chopped into pieces by the dog and its owner.",GPT-2,470
In the foyer,"In the foyer of the new $1.5 million, 3,000-square-foot addition to the St. Paul's Episcopal Church in downtown Hagerstown, a large, colorful mural depicts the church's history.",Falcon-7B,174
The rain ceased,The rain ceased and the sun came out for a few hours. I was able to get out and do some work in the garden. I planted some more seeds and transplanted some of the seedlings.,Falcon-7B,528
The bridge swayed,"The bridge swayed a bit, but it was still a good shot.
I think it was the wind.",OPT,336
He stood up,He stood up for himself and his beliefs.,OPT,134
In the bakery,In the bakery a line of women was waiting at the bakery counter.,GPT-Neo,150
The kite rose,"The kite rose to the surface and the wind blew it away. The wind was blowing in the direction of the sun, and the sun was shining brightly.",BLOOM,462
The camera clicked,"The camera clicked. The next image captured was dark.

He saw it through the open car door, its lens as black as an Egyptian mummy.",GPT-Neo,341
The owl hooted,"The owl hooted me off.

""What are you doing?""


It looked like that the wolf wanted to ask.",GPT-2,506
The river flowed,"The river flowed in a stream and formed into a thick ice wall, it began to melt more slowly. On the same day, the river overflowed, with a white stream of liquid which was almost in it.",GPT-2,537
With a smile,"With a smile, he said, “You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re",BLOOM,649
As morning came,"As morning came, we'd been there. A couple of weeks before, we'd been in Las Vegas. The crowd was there, so that gave us an escape from all the noise around us. The music was pretty loud.",GPT-2,12
The fire dwindled,"The fire dwindled to a smoldering ember, but the flames still burned.

The fire was burning in the heart of the city, and the flames were burning in the hearts of the people.

The fire was burning",OPT,421
The sun peeked,"The sun peeked through the clouds and the temperature was in the 70s. It was a perfect day for a walk.
I walked down the street to the park. I walked around the park.",Falcon-7B,572
The path wound,The path wound through the woods—she knew she would have to walk it now that she was out. She could see them. She began to hear the trees rustling.,GPT-Neo,510
"Gently, she placed","Gently, she placed her hand on his arm and said, “You’re not going to hurt me.”
“You’re not going to hurt me.” She said, and he looked at her with a smile.",BLOOM,96
"Gently, she placed","Gently, she placed him at 2nd, and made him wait on the bench for a few more seconds. With the help of his right hand, they lifted his hands.",GPT-2,96
The piano echoed,"The piano echoed through the room, the notes floating through the air. The music was beautiful, but it was the only thing that was beautiful about the room.",Falcon-7B,517
With a gasp,"With a gasp, I realized that I had been reading the comments on the article.",OPT,637
The toppings added,"The toppings added to this pizza are a great way to add some extra flavor to your pizza.
The toppings added to this pizza are a great way to add some extra flavor to your pizza.
This is a great pizza for a party.",Falcon-7B,583
The wind blew,"The wind blew with the wind and we were standing there in the corner, waiting to turn around,"" says Kip.

Kip was among 25 athletes who gathered at the site to hear the talk.

Cherries says she expects",GPT-2,608
The smell of,"The smell of the earth is gone, and the earth is gone. The earth is gone, and the earth is gone. The earth is gone, and the earth is gone. The earth is gone, and the earth is gone.",BLOOM,551
She bargained for,"She bargained for a $1,000,000.00 house.
She got a $1,000,000.00 house.
She bargained for a $1,000,000.00 house.
She",Falcon-7B,234
The results appeared,"The results appeared to be a bit of a surprise, but the results were still pretty good.

The poll, conducted by the University of Michigan's Institute for Social Research, found that the majority of Americans believe that the United States is a",OPT,535
The elevator dinged,"The elevator dinged up, and the door was locked. The man was
standing in the hallway, and the woman was standing in the hallway. The
woman was a very pretty woman, and the man was a very pretty man.",BLOOM,411
The mirror reflected,"The mirror reflected a red glow, a red light.

In the dark room, her sister called her a girl.

""Oh."" The younger sister turned back to her sisters for a brief moment.

""I'm glad I",GPT-2,486
The meal came,The meal came out great. I ordered the chicken and the rice and the rice was very good. The chicken was very tender and the rice was very good. The chicken was very good. The rice was very good. The chicken was very good.,BLOOM,484
She walked away,"She walked away from his car and headed in the direction of a park and an off-duty police officer.

""The person walking away yelled to me 'I don't know what else,'"" Kostrzew said.

The",GPT-2,278
In the pantry,"In the pantry of this village, no one looked toward you. To their knowledge, it is impossible to find a man of your rank, and no one could say how he came to be near you.",GPT-2,195
The bird flew,"The bird flew for a few minutes on its own and then followed her to a wooded area.

""I didn't know [what was happening],"" Ms Crouch said.

A second bird flew through the wooded area and landed",GPT-2,326
The balloon floated,"The balloon floated in the air, and the man was taken to the hospital. The patient was discharged on the same day. The patient was followed up for a year and a half.",BLOOM,319
"Carefully, he examined","Carefully, he examined the man's face.
""I'm not sure what you're talking about, but I'm not going to hurt you.""
""I'm not sure what you're talking about, but I'm not going to",OPT,73
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT,649
As evening approached,"As evening approached, the sun was setting and the wind was blowing. The wind was blowing so hard that the windshields of the cars were shaking.",BLOOM,8
With trembling hands,"With trembling hands, I opened the envelope.
I read the letter.
I read it again.
I read it a third time.
I read it a fourth time.
I read it a fifth time.
I read it a",Falcon-7B,668
The phone vibrated,"The phone vibrated.
I was about to say, I thought I was the only one who got that.",OPT,516
The cat meowed,"The cat meowed and sniffed loudly. He was staring at me. ""Just look at your pet."" He said softly.",GPT-2,358
The conversation flowed,"The conversation flowed well, but I think you could have done a little more to make it more interesting.",OPT,378
"Without hesitation, she","Without hesitation, she's the best.
I agree. She's the best.",OPT,669
The train rumbled,"The train rumbled through the night, the lights of the city flashing by. The train was full of people, all of them tired and weary.",Falcon-7B,588
The baby cried,The baby cried. She was crying. I thought she was hungry. She began to cry and cry loudly. She cried and cried until I had to feed her. She cried and cried until I had to give her a bottle.,GPT-Neo,315
"Gently, he stroked","Gently, he stroked her hair, and she felt the warmth of his hand.

""I'm sorry,"" he said. ""I didn't mean to hurt you.""

""It's okay,"" she said.",OPT,90
She sketched the,"She sketched the whole thing out in her head.
I think she was just trying to get a good look at the guy's face.",OPT,268
The pages turned,"The pages turned, and as she sat there, she felt a great weight of responsibility lifted off her shoulders.

This was her last night with the man she loved.

The next morning, she spent the morning sitting beside John, his",GPT-Neo,507
The lesson ended,"The lesson ended, and the boys sat in their seats watching a movie on the screen the teacher had told them to watch, which she had watched twenty-eight times. The lesson had to end, she said.",GPT-Neo,472
"Carefully, she placed","Carefully, she placed her fingers over my lips and pushed them down.

""I do want you to go.""

""I'd rather die right now than go back to that place,"" I said.

""I'm sorry",GPT-Neo,86
"Slowly, she jogged","Slowly, she jogged her legs and ran to the kitchen. She was
sitting on the kitchen table, her legs crossed, her face covered with
her hands.",BLOOM,296
"Quietly, he whispered","Quietly, he whispered, “You’re not going to be able to get out of here.”
“You’re not going to be able to get out of here.” He said, and he looked at her.",BLOOM,223
As morning came,"As morning came, Ciro sat at their kitchen table, still in his pajamas, his cup of orange juice, his coffee mug, and his laptop on the table.",GPT-Neo,12
"Carefully, he placed","Carefully, he placed his hand on the latch. And there, just like he'd promised her, he had his foot on the first floor, a door he was about to spring open.",GPT-Neo,76
He planted the,He planted the first tree in the garden. He was a very good gardener. He was a very good gardener. He was a very good gardener. He was a very good gardener. He was a very good gardener.,BLOOM,121
"Slowly, she turned","Slowly, she turned her head to look at him. ""I'm not sure I understand.""
""I'm not sure I do either. I'm not sure I'm ready to be a father.",Falcon-7B,299
She added the,"She added the following:

                I would rather be in prison right now.",GPT-Neo,232
In the basement,"In the basement of the hotel, a young reporter stood by as the hotel's entrance closed, one of the hotel's security guards stood next to her, and the cameraman said a reporter's hand rested inside the hotel wall.

The security",GPT-2,152
He harvested the,"He harvested the leaves and pressed them. Then he boiled them in water until the liquid became a thick paste, and mixed them with flour and other spices. Finally, he prepared the dough that would hold the pastries for the day.",GPT-Neo,112
The plants thrived,"The plants thrived in low-density locations, although their success is still unknown. Most people who live in the high-density towns that dominate the metropolitan area do not appreciate the benefits of planting the new leafy trees.",GPT-2,519
The car started,"The car started slowly and slowly in circles. As the wheel began to roll and start turning slowly, it stopped. As it finally stopped, I could do nothing more and my voice was filled with fear.",GPT-2,354
With a cough,"With a cough, a cold, or the flu, you may be tempted to take a pain reliever to help ease your symptoms. But before you reach for the bottle, you should know that some pain relievers can make your symptoms worse.",Falcon-7B,631
The radio played,The radio played a song that was about a guy who was in love with a girl who was in love with a guy who was in love with a girl who was in love with a guy who was in love with a girl who was in love,OPT,527
Looking into his,"Looking into his eyes, he saw a smile on his face. He was not afraid of the
sight of his father, but he was afraid of the sight of his mother.",BLOOM,213
In the kitchen,"In the kitchen, the kitchen is a place where you can cook and prepare meals. The kitchen is a place where you can prepare meals and prepare meals. The kitchen is a place where you can prepare meals and prepare meals.",BLOOM,181
The leaves rustled,The leaves rustled on the trees. I looked at them.,GPT-Neo,470
The ice cracked,"The ice cracked, and the ice was broken up into pieces. The ice was
then broken up into pieces, and the ice was thrown into the fire.",BLOOM,449
The water gurgled,"The water gurgled and the wind blew. The wind was blowing in the direction of the sun, and the sun was shining in the direction of the wind.",BLOOM,598
The stars twinkled,"The stars twinkled like diamond dust as the sun set. The night sky was crystal clear. I gazed into the heavens, where a million diamonds glistened in the dark.",GPT-Neo,566
As they drove,"As they drove away, the driver of the car that hit the cyclist said, ""I'm sorry, I didn't see you.""",OPT,35
The ingredients combined,The ingredients combined to form a perfect storm.,GPT-2,455
The baby giggled,"The baby giggled and smiled at me.
I'm sorry, I don't understand.
I'm sorry, I don't understand what you're asking.
I'm sorry, I don't understand what you're saying.
I",OPT,316
With a sigh,"With a sigh, I looked at the calendar.
It was the first day of spring.
I was going to go to the park with my friend, but I had a headache.
I had been working on a project for the last",OPT,648
The dog growled,"The dog growled.

""You're gonna get it right one of these time,"" said the sergeant, watching the dogs.",GPT-Neo,398
With a thresh,"With a threshhold of a hundred and twenty, I had in order to prevent every enemy from going in; for I was about to make every man and woman a king.

""My father came to bed with me this afternoon at twelve",GPT-2,659
The clock struck,"The clock struck midnight on the first day of the new year, and the new year brought with it a new year’s resolution.

For many, the resolution is to lose weight.",OPT,371
The waves lapped,"The waves lapped at the shore, the sun was shining, and the water was warm. The beach was crowded with people, but I was alone. I was alone, but I was not lonely.",Falcon-7B,604
The baby cried,The baby cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and cried and,BLOOM,315
"Quietly, he whispered","Quietly, he whispered, “You’re not going to be able to get out of here.”
“You’re not going to be able to get out of here.” He said, and he looked at her.",BLOOM,223
The kite soared,"The kite soared, the gulls screamed, and I was flying home from an amazing trip on a plane filled with hundreds of people. At the end of the flight, the stewardess handed me a small box.",GPT-Neo,463
The leaves rustled,"The leaves rustled in the wind, and the sun shone down on the two figures. The girl was a young woman, with long, dark hair and a pale complexion.",Falcon-7B,470
The magic sparked,The magic sparked in me. I was so excited to be able to do this. I was so excited to be able to do this. I was so excited to be able to do this.,BLOOM,481
With a smile,"With a smile on her face, she looked at me with a kind of sad look from across the room. We made our way back to the tent together. The sun went down a few hours behind us.",GPT-2,649
"Slowly, he breathed","Slowly, he breathed, trying to imagine what would have happened in the future.

""Is that so…"" He swallowed nervously and thought briefly and then answered.",GPT-2,284
With a frown,"With a frown, I looked at the clock. It was 3:30 in the morning. I had been awake for hours. I had been tossing and turning, trying to get comfortable. I had been trying to get to sleep.",Falcon-7B,635
The kite dipped,"The kite dipped into the water and the wind blew it away. The wind was blowing in the opposite direction, so the kite was still flying. The wind was blowing in the opposite direction, so the kite was still flying.",BLOOM,461
The dog growled,"The dog growled and snapped at the man.
The man was afraid of the dog.
The dog was afraid of the man.
The man was afraid of the dog.
The dog was afraid of the man.
The man was afraid",Falcon-7B,398
In the garage,"In the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in",OPT,176
The fire crackled,The fire crackled and the flames spread. The fire was so intense that the entire building was consumed. The fire was so intense that the entire building was consumed. The fire was so intense that the entire building was consumed.,BLOOM,418
The phone buzzed,"The phone buzzed.

It was the first time in a long time that I had heard a phone ring.

I was in the middle of a conversation with my mother, who was in the middle of a conversation with my father",OPT,514
He turned back,"He turned back, his expression sober. 'I am sorry. But it is a problem I can't help you with. If you are unhappy, you have an option.",GPT-Neo,140
As night approached,"As night approached, the sun was setting and the wind was blowing. The wind was blowing so hard that the windshield of the car was shattered. The car was soaked in the rain and the windshield was shattered.",BLOOM,13
"Gently, he stroked","Gently, he stroked her face and kissed her lips. He was so sweet and so gentle. He kissed her lips and kissed her face. He kissed her lips and kissed her face.",BLOOM,90
The piano echoed,"The piano echoed in the room, and the sound of the piano was the only sound in the room.

The piano was a beautiful instrument, and the sound of the piano was the only sound in the room.

The piano was",OPT,517
The dough formed,"The dough formed the entire back of the bread, as it was too thick to work with in a pan.",GPT-Neo,406
The ice formed,"The ice formed when the sun set and the wind gave off a faint blue light.

He saw a black silhouette moving, covered in scars where they seemed to belong and a hand, a strange and sinister one on his chest.

R",GPT-2,451
She stirred the,"She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She",OPT,273
With a nod,"With a nod to the recent “Star Wars” films, we thought it would be a good time to give something back to the series’ fans and introduce a new series of “Anakin’s Rebellion” figures,",GPT-Neo,644
The stream bubbled,"The stream bubbled up a bit, but it's still not working.
It's working for me.",OPT,571
The bird flew,"The bird flew, its tail swinging and flying away at the same speed and time as before.""

She added: ""She also made some good sounds as she flew off the screen.",GPT-2,326
The crowd roared,The crowd roared. The men screamed. The women wept. The baby cried. The babies laughed.,GPT-Neo,384
Slowly but surely,"Slowly but surely, the world is changing. The world is changing. The world is changing. The world is changing. The world is changing. The world is changing. The world is changing. The world is changing. The world is changing.",BLOOM,283
The music pulsed,The music pulsed like an exploding balloon — an explosion of power packed with a burst of life and energy.,GPT-2,497
He looked back,He looked back at her. His eyes looked slightly too bright.,GPT-Neo,116
The magic sparked,"The magic sparked in the air as the 2018-19 season of the National Basketball Association (NBA) got underway on Tuesday.
The Los Angeles Lakers, who are the defending champions, kicked off the season with a 122-113",Falcon-7B,481
"Gently, she touched","Gently, she touched the tip of her tongue to the head of his cock.
""Oh, God,"" he groaned, his hands tightening on her head.
She licked the head again, then took him into her mouth.
He was",Falcon-7B,102
"Gently, she erased","Gently, she erased the last of the
dust from her face, and then, with a gesture of resignation, she
went to the window.",BLOOM,93
In the study,"In the study of human development, we are interested in the effects of maternal nutrition on the offspring.",GPT-Neo,208
He admired the,"He admired the man’s integrity, but he was no match for his wife’s charm in the long run.",GPT-Neo,103
He adopted the,"He adopted the name of the city of New York City in the United States in the year of 1787. The city was named after the city of New York, which was founded in 1787.",BLOOM,104
The leaves rustled,"The leaves rustled as the wind blew through the trees.
The wind was a little chilly, but it was a beautiful day.
The sun was shining brightly, and the sky was blue.
The leaves were turning colors, and the",OPT,470
As they rehearsed,"As they rehearsed the wedding, the bride and groom were in the midst of a dramatic scene.",BLOOM,54
With a cheer,"With a cheerful smile, he said, “You’re welcome.”
“Thank you,” said the girl, “but I don’t want to go.” She looked at him with a smile.",BLOOM,624
As they laughed,"As they laughed, they were laughing at the fact that they were laughing at the fact that they were laughing at the fact that they were laughing at the fact that they were laughing at the fact that they were laughing at the fact that they were laughing at",BLOOM,45
The leaves rustled,"The leaves rustled in the wind, and the sun shone down on the two figures. The girl was a young woman, with long, dark hair and a pale complexion.",Falcon-7B,470
The cat jumped,The cat jumped into a puddle.,GPT-2,357
She stood up,"She stood up and looked down, then looked for the car keys and took off, but ran right into something. A man.

Gage put his arm around me. ""I'm sorry.",GPT-Neo,274
In the shelter,"In the shelter, the children were given a warm welcome and a warm welcome to the newcomers. The children were introduced to the newcomers and the shelter staff. The children were introduced to the newcomers and the shelter staff.",BLOOM,202
In the courtyard,"In the courtyard, the two men were seated in a row, and the woman was
standing by the window. The man was a tall, handsome man, with a
beautiful face, and a very good manner.",BLOOM,165
He stretched his,"He stretched his thin, muscular arms above his head, flexing them in a loose, limber fashion, while he concentrated on the vision he desired. At last a small, dark dot appeared on the horizon, then another, then another.",GPT-Neo,135
The bell chimed,"The bell chimed twice in the morning.

""Good morning, Mr. Haddow,"" Mr. Emswiler said, shaking hands with him.

""Morning, Mr.",GPT-Neo,321
"Quietly, he whispered","Quietly, he whispered to her: ""My friend, when the sun brings you, my good friend. Don't go back with the boy he's trying to kill.""

He turned around and stood down, holding her hand.",GPT-2,223
As they rehearsed,"As they rehearsed for the show, the cast and crew of the new musical “The Book of Mormon” were in the midst of a rehearsal for the show’s first performance.

The cast and crew were rehearsing",OPT,54
In the mirror,"In the mirror, he noticed she had no panties underneath. He had noticed that he always wore a black dress for much of the time he was walking with his mother, just so that they could see her from her window.",GPT-2,190
The smoke rose,"The smoke rose, and the fire was
extinguished. The fire was extinguished, and the smoke was extinguished.
The fire was extinguished, and the smoke was extinguished.",BLOOM,554
In the attic,"In the attic of a house in the middle of the night, I heard a noise. I looked up and saw a man standing in the middle of the attic. He was wearing a black hoodie and black pants.",OPT,148
The candle flickered,"The candle flickered and the room was filled with the smell of burning flesh.

The man was lying on the floor, his face covered in blood.

The man was dead.

The man was dead.",OPT,347
The meal came,"The meal came with a side of fries and a drink.
I'm not sure if you're joking or not, but that's not how it works.
I'm not joking.",OPT,484
"Softly, she sang","Softly, she sang; and when I asked her where I had found the body, she said she was in Parma, near the Red Mountains.

Then the great fire of the first was lit up for ten days, and the earth",GPT-2,302
The story unfolded,"The story unfolded on Oct. 17, 2012, when it was tweeted about by a member of the Fox's parent company.",GPT-2,570
The flag waved,"The flag waved in the wind.
The flag waved in the wind.
The flag waved in the wind.
The flag waved in the wind.
The flag waved in the wind.
The flag waved in the wind.
The",OPT,427
"Slowly, he poured","Slowly, he poured the water into the bowl, and then he added the soap. He rubbed the soap into the water, and then he added the shampoo. He rubbed the shampoo into the water, and then he added the conditioner.",Falcon-7B,290
The bread crackled,"The bread crackled between my fingers and I realized why it sounded like the wind had picked that particular fork.

""So are you going to tell me what you know?"" I asked, setting down the bread.

""Not unless you",GPT-Neo,335
The candle glowed,"The candle glowed on the hearth, and cast a glow on the man from
the room where he sat in gloom and silence, with his head resting on
the table, and his eyes closed.",GPT-Neo,348
She stirred the,"She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She stirred the pot.
She",OPT,273
The whiteboard filled,"The whiteboard filled with the names of the 20 people who died in the mass shooting at a Walmart in El Paso, Texas, on Saturday.
The names were added to the board as they were confirmed by the El Paso Police Department.",Falcon-7B,606
The connection established,"The connection established by
H.R.",GPT-Neo,377
The pencil scratched,"The pencil scratched the surface of the paper, and the paper was torn off. The paper was then folded and folded again. The paper was then folded again. The paper was folded again. The paper was folded again.",BLOOM,513
As evening fell,"As evening fell, and the sun was shining. The
winter was coming, and the birds were singing. The birds were singing
in the air, and the birds were singing in the air.",BLOOM,9
In the forest,"In the forest canopy, leaf size, branch length, and the number of individual leaves were measured.",GPT-Neo,173
He looked away,"He looked away, then back at her. ""I can't find my other pair of boots. Have you seen them?""

Olivia felt her heart rate pick up.",GPT-Neo,115
He walked towards,He walked towards the door with a firm steady step. He looked back at the body that had been flung onto the sofa.,GPT-Neo,143
The moon rose,The moon rose at five and I walked through the woods to the lake. My phone went in my pocket. It had been almost thirty years since I had been there. I sat on the shore and pulled my phone out.,GPT-Neo,490
In the basement,"In the basement membrane, the expression of the epithelial marker, E-cadherin, is increased in the presence of the tumor cells.",BLOOM,152
He planted the,He planted the tomato seeds and put them in the ground in October.,GPT-Neo,121
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT,649
"Slowly, he turned","Slowly, he turned aside and entered the cave, pulling the screen door closed behind himself.",GPT-Neo,292
A sudden noise,"A sudden noise, filled with smoke, echoed from the car's windows. The pilot was startled by the unusual sight of a pilot's gun and shot several times through the pilot's helmet at least four times, all before returning to the cockpit.",GPT-2,1
He looked back,"He looked back at me and said, ""I'm sorry, I'm not a good kisser.""
I'm sorry, I'm not a good kisser.
I'm sorry, I'm not a good kisser.
I",OPT,116
The camera clicked,The camera clicked on the scene and the scene was shown to the user. The user could then select the scene to be displayed on the screen. The user could then select the scene to be displayed on the screen.,BLOOM,341
The data revealed,The data revealed that the number of patients with a positive test result was significantly higher in the group with a positive test result than in the group with a negative test result (p<0.05).,BLOOM,391
The phone rang,"The phone rang.
“Hello?”
“Hi, this is the IRS.",Falcon-7B,515
The adventure unfolded,"The adventure unfolded over two years, according to the company.

He's set to become one of four executive producers, along with the movie's director, James T.",GPT-2,305
With a laugh,"With a laugh, the 6-foot-3, 220-pounder said, ""I'm not sure. I'm just trying to get better every day.""
The ""every day"" part is important.",Falcon-7B,642
In the cave,"In the caveman days, the Neanderthals had a nasty habit of turning up in the wrong cave.",GPT-Neo,157
At the corner,At the corner of S. 20th Avenue and E.,GPT-Neo,69
"Slowly, he kneaded","Slowly, he kneaded the dough, and then he kneaded the dough again.

He kneaded the dough again.

He kneaded the dough again.

He kneaded the dough again",OPT,287
In the competition,"In the competition, where people will make or break their career

in science and technology, there's no simple formula for success.

You might have to go back to a simpler situation in your old profession, where a scientist had to prove",GPT-2,161
With a taste,"With a taste of the future

The future of the Internet is here.

The Internet of Things (IoT) is a new way of connecting devices and people.",OPT,658
With a groan,"With a groan, I looked at the picture.",OPT,639
The sword gleamed,"The sword gleamed in the sunlight, and the light was
shining on the blade of the sword.",BLOOM,577
The curtain fell,"The curtain fell on the first day of the new season of the hit show, “The Voice” on Monday night.

The show’s host, Carson Daly, announced that the show would be moving to NBC’",OPT,387
He decided to,"He decided to take control of Yakuza Rival which would take his place as ""boss"" of Kaku.",GPT-2,109
The car stopped,The car stopped in front of the house. The driver got out and opened the door for the passenger. The passenger got out and walked up the steps to the front door. The driver got out and walked around to the passenger side of the car.,Falcon-7B,355
She walked away,"She walked away from the car and then came back and said ""I'm sorry, I didn't mean to hit you.""",OPT,278
The ghost appeared,The ghost appeared to me in the middle of the night. I was in my room and I heard a noise. I looked out the window and saw a figure standing in the middle of the road. I was scared shitless.,OPT,439
The potion bubbled,"The potion bubbled in the air, and the fire was burning in the
shelter. The fire was burning in the shelter, and the fire was burning
in the shelter.",BLOOM,523
The crop yielded,"The crop yielded 1.5 million bushels of corn and 1.2 million bushels of soybeans.
The 2018 crop was planted on 1,500 acres of land.
The 2019 crop was",Falcon-7B,381
With great care,"With great care, we have selected the best products for you.
The products are made of high quality materials and are durable.
We are happy to help you with any questions.
We are happy to help you with any questions.
We",Falcon-7B,666
In the study,"In the study of the history of the church, the 16th century is often called the “Reformation Century.” It was a time of great change and upheaval in the church.",Falcon-7B,208
The fire died,"The fire died on the front line, three days before the first round of talks on Syria's future in Geneva.

Syrian authorities say Syrian forces and backed Islamist rebel groups backed by Russia, Iran and Saudi Arabia, supported the rebels who have been",GPT-2,419
The aroma spread,"The aroma spread throughout the area

The fragrance moved out of the corner of my mouth

'Do you have time? Have you decided something' – I told him.

""Okay...",GPT-2,308
The night rocked,"The night rocked on, and the music was great. I was having a blast. I was dancing, and I was drinking. I was having a great time.",Falcon-7B,501
The lightning flashed,"The lightning flashed and the thunder rumbled.

The storm was coming.

The storm was coming.

The storm was coming.

The storm was coming.

The storm was coming.

The storm was",OPT,476
The leaves fluttered,"The leaves fluttered down,
The wind blew,
The sun shone,
The clouds rolled,
The rain fell,
The wind blew,
The sun shone,
The clouds rolled,
The rain fell,
The wind blew",Falcon-7B,469
She debugged the,She debugged the system and found that the system was not working properly. The system was not working properly because the system was not able to detect the presence of the virus.,BLOOM,240
The rain stopped,The rain stopped and the sun came out for a few hours. I was able to get out and do some yard work. I was able to get the last of the leaves raked up and put in the compost bin.,Falcon-7B,534
The firewall breached,The firewall breached the firewall rules and the server was not able to connect to the server. The server was not able to connect to the server. The server was not able to connect to the server.,BLOOM,425
The camera flashed,"The camera flashed, and the crowd cheered.
The 2018 Miss USA pageant was held in Las Vegas on Sunday, and the winner was Miss District of Columbia, Cheslie Kryst.
Kryst, 27, is a lawyer",Falcon-7B,342
The candle burned,"The candle burned on through the night.

But it was still burning today.

The flames reached the outer wall of the palace and burned like a beacon to the people it was meant to protect.

And once there, the flames",GPT-Neo,346
The music soared,"The music soared, the dancers twirled, and the audience cheered.
The 2013-14 season of the Ballet Theatre of Maryland opened with a performance of ""The Nutcracker"" at the Maryland Theatre in Hagerstown on Saturday.",Falcon-7B,498
The baby giggled,"The baby giggled, and in the sound of a small growl, I ran for a life jacket, and I walked and stood quietly outside his bedroom, to the back door.

""You want to go to sleep tonight?"" My cousin",GPT-2,316
As they talked,"As they talked about the new season, I was thinking about how much I miss the old season. I loved the old season, but I think the new season is just so much better.
I agree.",OPT,60
The elevator arrived,"The elevator arrived at the top floor of the building. The doors opened and a man stepped out. He was tall, with a long, black beard and a long, black coat. He was wearing a black hat and a black scarf.",Falcon-7B,410
The test passed,The test passed the other tests in a matter of minutes and we began using the new version of the website. And we've been using our test suite all the time with no change.,GPT-2,580
She stood up,"She stood up and ran to the front door with his arms outstretched, reaching into his pockets for that last piece of advice—that once he had it, there would be no more questions.",GPT-2,274
She turned around,"She turned around and held her hands out in a gesture of surrender, but the air of defiance in her face made it clear she wasn't going to go down easy.",GPT-Neo,275
The trophy gleamed,"The trophy gleamed in the sunlight, and the sun was shining on the
ground. The sun was shining on the ground, and the sun was shining on
the ground.",BLOOM,593
The fire roared,"The fire roared through the forest, and the flames were so hot that they burned the leaves and bark off the trees.
The fire was so hot that it burned the leaves and bark off the trees.
The fire was so hot that it",OPT,423
In the distance,"In the distance, you can see the shadow of a man.
He's just a man in a suit.
He's just a man in a suit.
He's just a man in a suit.
He's just a man",OPT,169
"Slowly, he typed","Slowly, he typed out a note to his father.",GPT-Neo,293
The smoke rose,"The smoke rose from the chimney, and the smell of the wood fire was in the air. The sun was setting, and the sky was a beautiful pink and orange. The air was cool, and the leaves were beginning to change color.",Falcon-7B,554
The night echoed,"The night echoed the sound of the wind, and the wind echoed the sound of the night. The wind echoed the sound of the night, and the wind echoed the sound of the night.",BLOOM,500
With a nod,"With a nodding smile, he said, “You’re right.”
“You’re right,” said the girl. “You’re right.”
“You’re right,” said the girl.",BLOOM,644
