xi,xj,LLM_model,prompt_id
"Slowly, he walked","Slowly, he walked away, and the
sight of the girl's face made him feel a little sad. He had never
seen her before, and he was not sure if she was still alive. He
thought she was dead,",BLOOM,294
"Quietly, she moved","Quietly, she moved to her knees and then her hands, clasped before her throat.

""We will do everything in our power to keep you safe from harm, but first we must ask you for your help."" The man looked",GPT-Neo,227
The land provided,The land provided by the government is not the same as the land that the people have to live in. The land that the people have to live in is the land that they have to live in. The land that the people have to live in is,BLOOM,465
The waves broke,"The waves broke off, and after a pause, the wave collapsed, completely shattering the walls of the ship.

""Aaaaaaan!"" The voice screamed up above, and the ship dropped at an unearthly velocity into the air. The",GPT-2,602
The pollen floated,"The pollen floated in the air,
The sun shone bright,
The birds sang their songs,
The flowers bloomed,
The bees buzzed,
The grass grew,
The trees swayed,
The wind blew,
The clouds",Falcon-7B,521
"Carefully, he measured","Carefully, he measured the distance between the two points and calculated the distance between the two points. The distance between the two points was then calculated by dividing the distance by the length of the line. The distance between the two points was then multiplied by",BLOOM,75
He looked down,"He looked down at the man who had been his father. He was a man of
good character, and he had been a man of good character. He had been
a man of good character, and he had been a man of good character",BLOOM,117
The mind cleared,"The mind cleared of the dust and rubble of the past few months, the last days of July turned all too often into a blur.

In the past five days, I’ve been visited by three people and I’ve spoken",GPT-Neo,485
The curtain moved,"The curtain moved in A Christmas Carol.

""Gone,"" the Ghost said. She turned and saw that the curtain had closed, but not before Iggy had been able to sneak in, too.

""Gone,"" he repeated",GPT-Neo,388
The phone buzzed,"The phone buzzed in my pocket. I pulled it out and looked at the screen. It was a text from my friend, “I’m in the hospital.”
I called him back. “What happened?”
“I was",Falcon-7B,514
As dawn broke,"As dawn broke on Wednesday morning, a handful of people were leaving the headquarters of the Democratic Party, which for its first convention in 20 years had opened its doors to Hillary Clinton. When the doors closed 10 minutes later, the only people leaving were police",GPT-Neo,4
In the concert,"In the concert hall, the audience is seated in the dark, waiting for the lights to go down and the music to begin. In the theater, the audience is seated in the dark, waiting for the lights to go down and the play to begin",Falcon-7B,162
In the den,"In the denotative sense, 'there is one' is a claim about the existence of a particular thing. In the non-denotative sense, 'There is one' is used as a descriptive statement. It is a way of saying",GPT-Neo,168
As they fished,"As they fished for the first time in their lives, the boys were given a lesson in the importance of the ocean.

The boys, who are from the village of Kudu, were given a lesson in the importance of the",OPT,42
She whispered softly,"She whispered softly, “You’re not going to be able to get out of here.”
“You’re not going to be able to get out of here.” She whispered softly, “You’re not going to be",BLOOM,280
The door slammed,"The door slammed shut, and the man in the car was thrown into the back seat of the car. The man was taken to the hospital, where he died. The man was found to have been shot in the head. The man was found",BLOOM,405
A sudden noise,"A sudden noise from the back of the house.
I'm sorry, I'm not sure what you mean.
I'm sorry, I'm not sure what you mean.
I'm sorry, I'm not sure what you mean.",OPT,1
As they fished,"As they fished at last, he thought to himself over what he had seen, and his lips were dry and cold, like a lump of iron in a furnace. He was a pale-faced man, a man in a short gray hair.",GPT-2,42
"Carefully, she applied","Carefully, she applied the lipstick to her lips, then to her eyes, then to her cheeks, then to her chin, then to her forehead, then to her nose, then to her chin, then to her forehead, then to her",OPT,82
The fog rolled,"The fog rolled in early and it got colder and cooler by the hour.

In the evening it was a hard, driving rain with the trees dripping wet.

The fog and rain held the campers and the campers held the camp",GPT-Neo,435
As they tasted,"As they tasted the blood of the innocent, they were filled with the power of the dark side.
I'm not sure if you're joking or not, but that's not how the dark side works.
I'm not joking.",OPT,61
The moon rose,"The moon rose over the moon.

The moon rose over the moon.

The moon rose over the moon.

The moon rose over the moon.

The moon rose over the moon.

The moon rose over the",GPT-2,490
He stood up,"He stood up and walked over to the door. ""I'll be back in a few minutes.""
""I'll be waiting,"" she said, and he left the room.
She sat on the bed and stared at the door",Falcon-7B,134
With a wink,"With a wink and a nod, they went back to their own table and ate. The rest went back to eating at the inn.

""Hey, how's your body?"" Hermione asked

""Oh, it's a bit stinky",GPT-2,662
"Softly, she sang","Softly, she sang, ""I'm not a bad person, I'm just a bad person.""

She was a bad person.

She was a bad person.

She was a bad person.

She was",OPT,302
The rain stopped,"The rain stopped.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining",OPT,534
In the foyer,"In the foyer, the fireplace is a great place to sit and relax. The fireplace is a great place to sit and relax. The fireplace is a great place to sit and relax. The fireplace is a great place to sit and",BLOOM,174
Turning the page,"Turning the page

My thoughts on the new book The End of Europe

The End of Europe

It looks like all the good ideas the left ever had have been squashed by the political establishment.

For decades of our",GPT-Neo,616
As dawn broke,"As dawn broke, a small line of motorboats approached from the opposite direction, with the white sails of the Royal Navy on board. They carried the first military reinforcements from Canada, in the form of a cruiser and six gunboats, while they waited",GPT-Neo,4
With a gasp,"With a gasp, she felt the full size of what was coming. Her arms flew out like a woman in a dream. With a gasp, she felt the full size of what was coming.With a gasp, she felt the full size of what",GPT-Neo,637
The dog wagged,"The dog wagged his tail.
I think it's a dog.",OPT,400
The light flickered,The light flickered in the darkness before him. He was no longer in the dark but in the light. A warm yellow glow came into his eyes as he opened them and saw a bright moon with its bright rays lighting the darkness. He could,GPT-Neo,475
"Quietly, she crept","Quietly, she crept into the room, and sat down on the edge of the bed.
She was wearing a black dress, with a black ribbon tied around her waist.
She had a black ribbon tied around her neck, and",OPT,224
With a nod,"With a nod to the American tradition, we’re putting the first ever “Gathering of the Juggalos” show on the calendar. As part of the festival, we’ll be hosting a three day party at the S",GPT-Neo,644
The grass swayed,"The grass swayed as the trees closed in one of the big clusters of trees.

'He saw what he saw. How she was done.""

At the wheel he saw her. His lips watered. He saw everything.""

""",GPT-2,444
"Gently, he petted","Gently, he petted her, and she was so happy that she was
sure that she would never forget him. She was so happy that she was
sure that she would never forget him. She was so happy that she was",BLOOM,88
With a flourish,"With a flourish of trumpets, the 2018-19 season of the Royal Opera House’s main stage productions begins with a new production of Verdi’s La traviata.
The opera is a staple of the Royal Opera House",Falcon-7B,634
In the dojo,"In the dojo, we practice the art of self-defense. We practice the art of self-defense in the dojo, and we practice the art of self-defense in the streets.
We practice the art of self-defense in",Falcon-7B,170
The bell tolled,"The bell tolled for the last time at the end of the last season.

The final whistle blew on the final game of the season for the University of Calgary Dinos men’s soccer team.

The Dinos finished",OPT,324
The sun rose,"The sun rose over the horizon, and the first rays of light touched the surface of the water. The water was still and calm, and the sun’s rays reflected off the surface of the water. The sun’s rays were so bright that",Falcon-7B,573
"Carefully, she applied","Carefully, she applied the ointment to the wound.
""I'm sorry, I'm sorry,"" she said, her voice soft and soothing. ""I'm so sorry.""
She was sorry for the pain he was",Falcon-7B,82
As dawn broke,"As dawn broke on the morning of Sunday 18 June, the main motorway of Liverpool Bridge overtook its lane and on it slid over the crest of the Rüdiger-Rothschild Bridge that stood on the south of the river to pass",GPT-2,4
With a flourish,"With a flourish of trumpets, the 2018-19 season of the Royal Opera House’s main stage productions begins with a new production of Verdi’s La traviata.
The opera is a staple of the Royal Opera House",Falcon-7B,634
As they sipped,"As they sipped their coffee, the two men were walking along the road. The man was wearing a black jacket and a black tie, and the woman was wearing a black jacket and a white tie. The man was wearing a black jacket and a",BLOOM,57
She walked away,"She walked away from the table, and I followed her.
""I'm sorry,"" she said. ""I'm sorry I'm not more like you. I'm sorry I'm not more like my mother. I",Falcon-7B,278
"Slowly, she walked","Slowly, she walked towards the door.
She was a little nervous, but she was also excited.
She had been waiting for this moment for a long time.
She had been waiting for this moment for a long time.",OPT,300
In the study,"In the study, researchers found that the more people were exposed to the idea that the Earth was flat, the more likely they were to believe that the Earth was flat.

The study, published in the journal Science, also found that the",OPT,208
"Quietly, she whispered","Quietly, she whispered, ""Goodnight, Puffin. Goodnight.""

""Thank you, Mummy.""

Mummy, who was a kind of cat, and sometimes a kind of mummy to the cats, said",GPT-Neo,229
In the stable,"In the stable phase, the system is in the steady state, and the system is in the equilibrium state. The steady state is the state in which the system is in the steady state and the system is in the equilibrium state. The steady state is",BLOOM,205
In the network,"In the network, the network is composed of a set of nodes, each of which is connected to a set of edges. The edges are the links between the nodes. The nodes are connected to each other by edges. The edges are the links between",BLOOM,193
"Gently, she touched","Gently, she touched the back of his neck, and his muscles tensed as she moved her hand from there to the side of his jaw. Gooseflesh rose on his skin. When she moved her hand to his shoulder, he felt his",GPT-Neo,102
As they raced,"As they raced to the final corner, he and Karrin Williams were struck by Michael Schumacher, who came up with a brilliant move for Ferrari's F1 lead. The German's goal set the tone for an epic comeback – at its",GPT-2,51
He sat down,He sat down and looked at the table. He had a few minutes to spare. He had to go to the kitchen and get some food. He had to go to the kitchen and get some food. He had to go to the kitchen and get,BLOOM,128
The bees buzzed,"The bees buzzed and the sun shone as the 2017 season of the Beehive Market kicked off in the heart of the city.
The market, which is held on the first Saturday of every month, is a hive of activity with a",Falcon-7B,320
With a sigh,"With a sigh of relief, I looked at the other two. They were all in the same boat, and I was glad to see them. I was glad to see them, too, because I was glad to see them. I was glad to",BLOOM,648
The dog barked,The dog barked and the cat sniffed. The cat sniffed and the dog barked. The cat sniffed and the dog barked. The cat sniffed and the dog barked. The cat sniffed and,BLOOM,397
"Gently, he stroked","Gently, he stroked her hair. ""I'm sorry, sweetheart. I'm so sorry.""
She lifted her head and looked at him. ""I'm not. I'm not sorry at all. I'",Falcon-7B,90
"Gently, she lifted","Gently, she lifted the lid and peered inside.
""What is it?"" asked the man.
""It's a box,"" she said. ""It's a box of memories.""
""What kind of memories?""",Falcon-7B,94
With a yawn,"With a yawn.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just tired of the same old shit.  I'm",OPT,663
"Slowly, she walked","Slowly, she walked towards the door. She was going to leave. She was going to leave him. She was going to leave him and never come back. She was going to leave him and never come back. She was going to leave him",Falcon-7B,300
"Quietly, he moved","Quietly, he moved his hand to his lips, and
then he turned his head to look at the girl. She was still in the
room, and he could not help thinking that she was still in the
room. He had",BLOOM,220
The fire sparked,"The fire sparked in the kitchen, and the fire was quickly extinguished. The fire was quickly extinguished. The fire was quickly extinguished. The fire was quickly extinguished. The fire was quickly extinguished. The fire was quickly extinguished",BLOOM,424
With a shrug,"With a shrug, he said, ""I don't know. I'm not a scientist.""

""I'm not a scientist either,"" I said. ""I'm a writer.""

""I'm a writer too,"" he said",OPT,647
As they played,"As they played the game, the two of them were in a very good mood. They were both very happy and they were very proud of their team. They were very proud of their team. They were very proud of their team. They were very",BLOOM,50
"Carefully, she planted","Carefully, she planted the seed in the soil.
She watered it with her tears.
She nurtured it with her prayers.
She watched it grow.
She watched it bloom.
She watched it die.
She watched it wither",Falcon-7B,87
The grass swayed,"The grass swayed. The stones shook. There was no grass. There never had been grass, and the stones had never been laid down at the exact point where the grass should have remained. The grass was now growing, and the stones were now not",GPT-Neo,444
He looked away,"He looked away from the camera for a second.
I think he was looking at the camera.",OPT,115
With a splash,"With a splash of colour, this is a great way to add a touch of colour to your home. The colourful and vibrant design of this wall art is perfect for any room in your home. The wall art is made of natural wood and",BLOOM,654
"Quietly, she sang","Quietly, she sang to herself,
“I’m not a princess, I’m not a queen,
I’m not a fairy, I’m not a dream,
I’m not a star, I’",Falcon-7B,228
The fire crackled,"The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled and crackled.
The fire crackled",OPT,418
The bread baked,The bread baked at the beginning of this month's bread bake at the bakery will not taste like the bread baked at the end of the month. That's because what ends up on your plate depends a lot on what is left in your fridge.,GPT-Neo,334
He remembered when,"He remembered when he was a kid and he was playing with his friends and he was playing with a toy gun and he accidentally shot himself in the head.
I'm sorry, but that's hilarious.",OPT,126
As they played,"As they played the game, they were all like ""I'm not going to be able to play this game anymore""
I'm not sure if I should be happy or sad that I'm not the only one who thought that.",OPT,50
He stood up,"He stood up. ""Oh, no, not _that_.""

""It was the 'fucking' part that did it, was what I was thinking of.""

""Well, what then?""

""I just,",GPT-Neo,134
The cat meowed,The cat meowed and rubbed against my legs. I bent down and scratched her ears. She purred and rubbed her head against my hand. I looked up at the sky. The sun was setting. I could see the sun’s rays shining,Falcon-7B,358
In the study,"In the study, researchers were able to develop their own, yet controversial, drug designed to treat high fever in patients with severe or severe allergies and asthma.

Researchers say the drug could alleviate some of the problems that people with irritable bowel syndrome",GPT-2,208
The costume fit,"The costume fit was a large part of our job and I don't think that will change on the final season, given the amount of changes in the story.""

As it happens, Rusek, who has been working on both the series",GPT-2,380
As they escaped,"As they escaped, the two men were shot and killed. The two men were found to be in the same room, and the body was found in the kitchen. The body was found in the kitchen, and the body was found in the kitchen,",BLOOM,38
As day ended,"As day ended, the world was still in shock.

The United States had just been hit by a devastating terrorist attack, and the world was still reeling from the shock.

The world was still in shock.

The United",OPT,7
"Slowly, she turned","Slowly, she turned her head to look at him.
""I'm sorry, I didn't mean to scare you.""
""I'm not scared, I just don't want to be alone.""
""I'm not alone,",OPT,299
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT,649
The stream bubbled,The stream bubbled over. Pipes burst through the ceiling in a constant stream. Smoke billowed. Dust filled the air. Dust filled the air. Dust filled the air. Dust filled the air. All that was left was a skeleton.,GPT-Neo,571
The pen scratched,"The pen scratched the surface of the paper, and the paper was
covered with a thin layer of water. The paper was then placed in a
large basin, and the water was poured into it. The paper was then
covered with a",BLOOM,512
"Quietly, he whispered","Quietly, he whispered, ""I'm sorry, I didn't mean to scare you.""
""I'm not scared,"" she said, her voice barely above a whisper.
""I'm not scared,"" she",Falcon-7B,223
The camera clicked,"The camera clicked on the wrong person.
I think it's the same person.",OPT,341
The dog sniffed,"The dog sniffed the bag and then the bag was opened.
I think the dog was just trying to get the smell out of the bag.",OPT,399
He looked away,"He looked away a little bit when Mr Shriver left, but he added: ""I'm sure the local people have all seen him. His family are all there, they know everything about this case. I hope he's not an innocent person,",GPT-2,115
Beneath the surface,"Beneath the surface of the earth, there is a vast ocean of water. This ocean is called the deep ocean. The deep ocean is a vast, deep, dark, and cold ocean. The deep ocean is also very deep. The",OPT,70
She stepped forward,"She stepped forward. She opened the door to see his white robe lying atop a bed, his robe covered with dusky skin against his back, the large hand clasped around his waist at the side of the bed, and his hands behind his back",GPT-2,272
The stairs creaked,"The stairs creaked from the weight of people on them.

“I’m going to bed!” he said.

She looked up the staircase to the sleeping people on the first floor, then up the stairs to",GPT-Neo,562
The details emerged,"The details emerged in a letter sent to the House Judiciary Committee by the House Intelligence Committee, which is investigating Russian interference in the 2016 election.

The letter, which was obtained by The Hill, was sent to the committee’s chairman",OPT,396
With a yawn,"With a yawn.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just tired of the same old shit.  I'm",OPT,663
As they drove,"As they drove, the sun was setting and the sky was a beautiful pink and orange.
The sun was setting and the sky was a beautiful pink and orange.
The sun was setting and the sky was a beautiful pink and orange.
The",Falcon-7B,35
The trail beckoned,"The trail beckoned me.
I was on my way to the gym when I saw the sign.
I was on my way to the gym when I saw the sign.
I was on my way to the gym when I saw the",OPT,585
The stars twinkled,The stars twinkled and the moon rose. The stars were bright and the moon was clear. The stars were bright and the moon was clear. The stars were bright and the moon was clear. The stars were bright and the moon was clear.,BLOOM,566
She presented the,"She presented the ""Best of the Best"" award to the 2012-2013 school year's top students.
The ""Best of the Best"" award is given to the top 10 students in each grade level.",Falcon-7B,257
The fire died,"The fire died out in the middle of the night. The fire was
not so bad as it was in the morning, but it was not so bad as it was
in the afternoon. The fire was not so bad as it was in the",BLOOM,419
As night approached,"As night approached, the sky turned a deep blue and the stars began to appear. The moon was a sliver, but it was enough to light the way.
The trail was steep and rocky, but the path was well worn. The trail",Falcon-7B,13
The lunch crowd,"The lunch crowd is always the worst.
I'm not sure if you're being sarcastic or not, but I've never had a problem with the lunch crowd.
I'm not being sarcastic. I've never had a problem with the lunch",OPT,480
She sipped the,"She sipped the wine and looked at the man. ""I'm not sure I understand.""
""I'm not sure I understand either,"" he said. ""I'm not sure I understand anything anymore.""
""I",Falcon-7B,267
In the market,"In the market for a new car? If so, you’re probably wondering what the best time of year to buy a car is. After all, you don’t want to buy a car in the middle of winter when the roads are icy",Falcon-7B,188
The pages turned,"The pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the pages turned, the",OPT,507
In the courtroom,"In the courtroom

Posted by admin on November 20, 2014

I was in the courtroom for the first day of the trial of the man who killed my husband, my brother and my niece, and who is in prison for a murder he",GPT-Neo,164
In the cave,"In the cave, a man had broken into a cave to get revenge: ""What do I have to lose?"" he told one of its workers. It was the man, he said. The man had been waiting for several hours. Then he heard",GPT-2,157
She turned around,"She turned around and looked at me. ""I'm sorry, I didn't mean to be rude. I'm just not used to people talking to me like that.""
""I'm sorry, I didn't mean",Falcon-7B,275
"Slowly, he moved","Slowly, he moved his hand down her body, his fingers trailing over her skin, until he reached her hips. He pulled her closer, and she felt his erection against her belly.
""I want you,"" he whispered.
""I",Falcon-7B,288
In the concert,"In the concertina-type spring closure, the closure plate is closed together so that the end surfaces of the plate are abutted with each other to hold the slide rail so as to be capable of positioning in a closed state. A locking operation",GPT-Neo,162
The orchestra swelled,"The orchestra swelled; my heart beat fast.

There are moments in life when everything in your path seems set in stone. But as you get older those moments disappear, and everything seems to be fluid. It's the moments when fate allows",GPT-Neo,505
The phone rang,"The phone rang, but I was still on my feet. ""It's my family's phone,"" he said, smiling.

It was at 6:30 a.m., just under noon, that I woke up and realised my friends still",GPT-2,515
As day began,"As day began to dawn, the sun was shining brightly and the wind was blowing strong. The sun was shining brightly and the wind was blowing strong. The sun was shining brightly and the wind was blowing strong. The sun was shining bright",BLOOM,5
"Gently, he petted","Gently, he petted me in a good way.

""It is so hot as you are but it is still so delicious. Don't look so excited. We have had it for the last seven hours and still feel a little nervous",GPT-2,88
With a sniffle,"With a sniffle or two, I found my new mate and started to take his position. He seemed a bit uncomfortable and I didn't want to touch him. He got close to kissing me even though I was looking down. I didn't know",GPT-2,652
The art lived,"The art lived in the world of the artist, and the art lived in the world of the artist. The art lived in the world of the artist, and the art lived in the world of the artist. The art lived in the world of the",BLOOM,311
With a smile,"With a smile, he said, “You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re",BLOOM,649
She whispered softly,"She whispered softly, ""I'm sorry.""

""I'm sorry, too.""

""I'm sorry, too.""

""I'm sorry, too.""

""I'm sorry, too.""

""I",OPT,280
"Gently, she massaged","Gently, she massaged his balls.
I'm not sure if I should be laughing or crying.",OPT,95
With a twist,"With a twist of fate and an attempt to convince his estranged husband of the death, Harry agrees to come by again on his own to save the world from the wizarding world's most hated villain, Dumbledore. But Harry quickly gains ground when, in",GPT-2,660
With a chorus,"With a chorus of ""Allahu Akbar"", a crowd-chanting Islamic prayer from the mosque of the Al-Shariah school at the foot of the High Atlas Mountains, about half way between Marrakesh and the Spanish border, a tiny",GPT-Neo,627
The bird soared,"The bird soared to the top of the hill, and the sun was shining on the
sky. The birds were so happy that they did not know how to breathe.
They were so happy that they did not know how to breathe. They were",BLOOM,329
She programmed the,"She programmed the robot to do it.
I think she programmed the robot to do it.",OPT,258
He harvested the,"He harvested the eggs of the other women who took part in the ritual, some of them having a penis or a nipple at the time and others suffering a form of gonorrhea that may have begun after they had penetrated a man. (See the",GPT-2,112
He sculpted the,"He sculpted the statue of the Emperor of the Romans, and the statue of the Emperor of the Jews, and the statue of the Emperor of the Christians, and the statue of the Emperor of the Jews, and the statue of the Emperor of the",BLOOM,129
The idea formed,"The idea formed in the minds of two men who were both born in the same year, but who had different fathers.

The two men, who were both born in the same year, but who had different fathers, were both born in",OPT,453
The stars faded,"The stars faded and disappeared, and only a thin sliver of yellow sun remained. There he was, standing on the edge of a cliff in the middle of an empty land and looking up at the sky with the one unblinking eye that had",GPT-Neo,564
With a yawn,"With a yawn he lay in the sunlight. _Time to get going_, he thought. _I've got to get them to move before they get into a fight_. He sat up and rubbed his eyes, then reached for his pack.",GPT-Neo,663
The storm raged,"The storm raged on, and the wind howled. The rain fell in sheets, and the thunder rolled. The lightning flashed, and the thunder boomed. The rain fell in sheets, and the wind howled. The lightning flashed, and",Falcon-7B,569
As they fished,"As they fished for the first time in the new year, the anglers on the “Fishing with the Pros” show on the Outdoor Channel were reminded of the importance of the first cast.
“The first cast is the most important cast of",Falcon-7B,42
The boat rocked,"The boat rocked and the wind blew. The wind was blowing in the direction of the boat, and the boat rocked and the wind blew. The wind was blowing in the direction of the boat, and the boat rocked and the",BLOOM,330
In the dojo,"In the dojo, you can see the ""new"" tab.",OPT,170
As they drove,"As they drove away, the driver of the car that hit the cyclist said, ""I'm sorry, I didn't see you.""",OPT,35
The storm brewed,"The storm brewed in the background, and the wind blew the leaves off the trees.
The wind blew the leaves off the trees, and the storm brewed in the background.
The wind blew the leaves off the trees, and the storm brewed",OPT,568
The wind whispered,"The wind whispered, the ice clattered. ""This is what I want!"" he shouted at the sky. ""My wishes have been granted at last!""

""So this is your gift to us. Good, good, good.""",GPT-Neo,611
As they listened,"As they listened to the crowd on her way to a final confirmation vote, the three women said they had no interest in an ""election for president"".

One of them, a 33-year-old woman in a blue swimsuit, told",GPT-2,46
In the concert,"In the concert hall, the sound is so good that you can hear the music from the stage.
I was there last night and it was amazing.",OPT,162
In the bedroom,"In the bedroom, I'm a little more reserved. I'm not a fan of the whole ""I'm going to fuck you until you're dead"" thing. I like to be able to talk to you about things, and I like to",OPT,153
In the cave,"In the cave, the cave is a place where the cave is a place where the cave is a place where the cave is a place where the cave is a place where the cave is a place where the cave is a place where the cave is a",BLOOM,157
In the library,"In the library and elsewhere, as we move forward into the third decade of the 21st century, there is a strong urge to turn back the clock. A recent article in The Atlantic argued that if we want to “remind ourselves”",GPT-Neo,184
As they farmed,"As they farmed for a decade in the New York wilderness, Sarah and Ben Stetson raised their family in a ramshackle farmhouse surrounded by a sprawling expanse of fields, corn, and hay. They were poor, and they were",GPT-Neo,41
The cat purred,The cat purred and the cat was very tired. The cat was very tired and the cat was very tired. The cat was very tired and the cat was very tired. The cat was very tired and the cat was very tired. The cat was,BLOOM,359
As spring bloomed,"As spring bloomed, the first signs of spring fever were evident in the air. The sun was shining, the birds were chirping, and the flowers were blooming.

The first signs of spring fever were evident in the air",OPT,19
The leaves swirled,"The leaves swirled around the tree, and the wind blew them away.
The leaves swirled around the tree, and the wind blew them away.
The leaves swirled around the tree, and the wind blew them away.
The",OPT,471
The camera clicked,The camera clicked on the scene and the scene was shown to the user. The user could then select the scene to be displayed on the screen. The user could then select the scene to be displayed on the screen. The user could then select the scene,BLOOM,341
In the market,"In the market, it’s not unusual to see a small number of large names dominating the shelves, despite them being a rare commodity. The good news is that the same thing is possible for small and independent brands, as many companies are starting",GPT-Neo,188
She spotted the,"She spotted the man in the distance, walking toward her. He was tall, with dark hair and a beard. He was wearing a black coat and a black hat. She could see his eyes, and they were blue. She could see his lips",Falcon-7B,270
In the theater,"In the theater, the stage is the place where the action takes place. In the theater of the mind, the stage is the place where the action takes place.
The stage is the place where the action takes place.
The stage is the",Falcon-7B,210
The secret revealed,"The secret revealed to me was that, even if I had been a very hard guy, there was no way I was not a monster. It was just being a girl who came to my door, she would never see you again.""

She",GPT-2,546
The baby cried,"The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.
The baby cried.",Falcon-7B,315
The toppings added,"The toppings added to the toasted pizzetta were cut in half, and the cheese was shaved down just a little, just enough to make it slightly less soft and less rubbery.

""Now, I want you to come back up",GPT-Neo,583
The train rumbled,"The train rumbled through the night, the lights of the city fading into the distance.
The train was a long way from home, but it was the only way to get to the city.
The train was a long way from home",OPT,588
The bell rang,"The bell rang and the students filed into the auditorium.
The teacher stood at the front of the room, his back to the students.
He was a tall man, with a thinning beard and a thinning mustache.
He",OPT,323
The music soared,"The music soared to international acclaim late last year, and now it's one of the most controversial tracks in the record. Ahead of its release, people are now talking incessantly about how its lyrics are ""unfierce, vulgar, anti-",GPT-2,498
The door slammed,"The door slammed shut behind me and I turned to see the woman who had been in my apartment earlier that morning. I was still holding her hand, but I couldn't recall if she was crying, though she did seem rather distressed. Her eyes were",GPT-Neo,405
Sitting by the,"Sitting by the pool, I was reading a book about the history of the United States. I was reading about the Civil War and the Emancipation Proclamation. I was reading about the 13th Amendment and the 14th Amendment. I",Falcon-7B,282
As night approached,"As night approached, the sun was setting and the wind was blowing. The wind was blowing so hard that the windshield of the car was shattered. The car was soaked in the rain and the windshield was shattered. The",BLOOM,13
"Softly, she sang","Softly, she sang,
“I’m a little teapot, short and stout,
Here is my handle, here is my spout.
When I get all steamed up, hear me shout,
Just tip me over and",Falcon-7B,302
With a chorus,"With a chorus of “Oohs” and “Aahs” from the audience, the 2013-14 season of the University of Wisconsin-Eau Claire Concert Choir was launched with a performance of “The Star-Sp",Falcon-7B,627
As they chatted,"As they chatted, the man said he was a former Marine and had served in Iraq. He said he was a veteran of the war and had been in the military for about 20 years.

""I'm a veteran of the war",OPT,29
The horse galloped,"The horse galloped away, and the
horses were driven off. The men were all in the midst of the
slaughter-house, and the horses were all in the midst of the
slaughter-house. The men were all in the",BLOOM,447
As they deciphered,"As they deciphered the genetic code of the human genome, scientists discovered that the human body contains 20,000 genes.
The human genome is the complete set of DNA in a cell. It is the genetic material that determines the characteristics of",Falcon-7B,34
"Slowly, he descent","Slowly, he descent the spiral stairs to the basement, one at a time, each step made more of a thump than the one before.

At the bottom, the sound of the door sliding closed echoes off the low vault, its",GPT-Neo,286
As they cooked,"As they cooked the food, they were all thinking ""I wonder what the hell is in this.""
I wonder what the hell is in this.",OPT,31
She sipped the,She sipped the coffee and then she went to the bathroom. She was so tired that she couldn’t even go to bed. She was so tired that she couldn’t even go to bed. She was so tired that she couldn’t even go to,BLOOM,267
She closed her,"She closed her eyes and slowly put her hands on her hips, reaching back to caress her clit. She looked up and saw her lips moving, her hands resting on her hips and sucking on her nipples.

""Uhm..""",GPT-2,237
The leaves rustled,"The leaves rustled in the wind, and the sun shone down on the two figures. The girl was a young woman, with long, dark hair and a pale complexion. She was dressed in a long, white dress, and she was holding a",Falcon-7B,470
With a beep,"With a beep, a beep, a beep, a beep, a beep, a beep, a beep, a beep, a beep, a beep, a beep, a beep,",OPT,620
The snow fell,"The snow fell on the ground, and the wind blew in the direction of the
winds. The wind was blowing in the direction of the winds, and the
winds were blowing in the direction of the winds. The wind",BLOOM,556
The smoke rose,"The smoke rose from the chimney, and the smell of the wood fire was in the air. The sun was setting, and the sky was a beautiful pink and orange. The air was cool, and the leaves were beginning to change color. It was",Falcon-7B,554
He sculpted the,"He sculpted the statue of the Emperor of the Romans, and the statue of the Emperor of the Jews, and the statue of the Emperor of the Christians, and the statue of the Emperor of the Jews, and the statue of the Emperor of the",BLOOM,129
"Quietly, she crept","Quietly, she crept into the room.
She was a small girl, with a small voice.
She was a small girl, with a small voice.
She was a small girl, with a small voice.
She was a",Falcon-7B,224
The magic sparked,"The magic sparked in me as I watched. I was thinking of the past. I was thinking of the glory days, of being named an ambassador for the West, the glory days as a child from the city of Detroit, the city of my parents",GPT-2,481
With a shrug,"With a shrug of his shoulders, he says, ""It's never too late.""

""I'll keep that in mind,"" I say. ""I've just got to figure out how to keep from pissing off the wrong person in the",GPT-Neo,647
The lesson ended,The lesson ended with a discussion about the importance of the role of the community in the development of the community. The community was defined as the group of people who live together in a community. The community was defined as the group of people who live together,BLOOM,472
The curtain fell,"The curtain fell on the first day of the new season of the hit show, “The Voice” on Monday night.

The show’s host, Carson Daly, announced that the show would be moving to NBC’",OPT,387
