xi,xj,LLM_model,prompt_id
"Quietly, she crept",flower couple yards took kiss cheek suppose felt,GPT-2,224
In the closet,have things need done have things need done have things need done have things need,BLOOM,160
With a shrug,said ’re ’re ’re ’re,BLOOM,647
The rain fell,roof roof neighbours streets rain man children had home roof rain came,GPT-Neo,531
The phone rang,car car car car car car car,BLOOM,515
The rain poured,city city residents deterred city subway system shut day city residents,OPT,533
He looked back,clock saw o’clock going bed going bed going bed going bed going bed,BLOOM,116
The clock struck,midnight day year year brought year resolution resolution lose weight others ’s get,OPT,371
With a nod,father boy looked moment decided take dive home come told taking glance,GPT-2,644
With a sigh,relief sat wiped sweat eyes thing forced perform considered job have life turned,GPT-Neo,648
The guitar strummed,guy background think guy plays guitar background video,OPT,446
The storm brewed,morning wind blowing direction west wind blowing direction west storm brewed morning wind blowing,BLOOM,568
"Carefully, he placed",hands chest know going get time heart beats computer going arrested murder,GPT-2,76
As time passed,became result growing friendship relationship parents friends teachers began spending time teachers learning family member,GPT-2,67
With a shrug,said ’re ’re ’re ’re,BLOOM,647
"Suddenly, a loud",noise came sky ’s dragon dragon ’s dragon dragon ’s,Falcon-7B,303
The bags filled,food toiletries distributed community bags filled food toiletries distributed community bags filled food toiletries distributed,Falcon-7B,318
The clock ticked,seconds season position trailing points had ball yard,Falcon-7B,372
The tea steamed,pot water boiling tea poured tea poured cup cup placed table cup placed table,Falcon-7B,579
As day ended,day members allowed members travelled km meeting spot border leaders sat took moment,GPT-2,7
He conducted the,procedure patient observed patient peritoneum defect had infection spillage seeding defect site treated,GPT-Neo,107
"Quietly, he crept",fire thought going climb burning rubble got water crawled roof hands managed crawl water,GPT-2,216
The guitar hummed,strummed chords ’m Yours middle performance coffee shop,Falcon-7B,445
The fire crackled,flames spread fire building consumed fire building consumed fire building consumed fire,BLOOM,418
In the gallery,find selection photos edition Hours edition Hours 89th running,Falcon-7B,175
The mystery deepened,said investigating death year woman found car parking lot city said investigating,Falcon-7B,499
The evening unwound,drinks laughs feeling thing had time went go,Falcon-7B,413
In the attic,hear footsteps mother running said walked house minutes men jumped stairs victim taken questioning,GPT-2,148
The rain fell,day wedding bride groom church bride dressed dress groom dress bride dressed,BLOOM,531
As they rehearsed,hours field hear noise smell burning trees coming camp seeing smoke burning night sky people walking laughing,GPT-2,54
The lines flowed,passes defense offense defense teams season dream come football,Falcon-7B,478
The instrument sang,zum way Zerückten wir die die deutlich,GPT-Neo,456
"Slowly, he walked",door enter room heard noise turned saw man standing doorway wearing suit shirt,OPT,294
The ice melted,joking melted joking melted picture lake,OPT,452
The ghost appeared,base tree remember boy said daddy sent join military do,GPT-Neo,439
She opened the,door pick wand turned see man standing lot staring said arm raised air,GPT-2,253
In the lobby,time family comes part town day spend day,GPT-Neo,186
The wind whispered,trees leaves rustled breeze sun shining sky air air air,OPT,611
In the garden,flowering plants bloom flowers flowers flowers flowers flowers flowers flowers flowers,BLOOM,177
The fire blazed,night flames firemen see flames night flames firemen see flames,OPT,417
The camera flashed,signature blue glow flashed camera flash release time picture seemed go camera turned showing scene screen,GPT-2,342
"Slowly, he descent",madness think gone,OPT,286
The actor emerged,shadows play role superhero actor cast actor cast,OPT,304
The camera zoomed,guy face thought girl thought guy saw face,OPT,344
With a laugh,reached tangle fingers hair turned head gesture hear breath rattle throat asking said did,GPT-Neo,642
With a smile,face walked take minute find spot stuck key pressed lock strength luck,GPT-Neo,649
With a nod,season Survivor show going keep trying figure series goes getting,GPT-2,644
The smoke rose,chimney house smell burning wood filled air house one yard porch porch one,OPT,554
In the forest,center region lies island built remnants years holds evidence volcano,GPT-2,173
With a cough,make head swim pain chest reaching inhaler throat asking aspirin Doctors report record numbers patients colds,GPT-Neo,631
With a frown,looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
The safe yielded,mean SD yielded mean SD difference groups %,BLOOM,543
In the market,car look year time shop car year time shop car YEAR,OPT,188
With a gasp,took head shoulder said have time make decision want hear say know,GPT-2,637
He cast the,spear time cast spear went do try said said,GPT-Neo,105
As evening approached,sun setting sky turning shade pink sun setting mountains sky turning shade pink sun setting mountains sky turning,Falcon-7B,8
In the living,room have table chair couch have TV computer have desk chair computer have table chair,OPT,185
The horse neighed,horse went horse went ’s thing ’m,GPT-Neo,448
The stars shone,carpet held night event hosted,Falcon-7B,565
He spotted the,man distance walking beard coat wearing hat carrying bag man walking,Falcon-7B,131
He looked back,road lights watching going happen know,GPT-Neo,116
The rain stopped,hear sounds footsteps ran door closed way save stopped seconds,GPT-2,534
In the meadow,grass wind butterflies fluttered wings talking used dream,GPT-Neo,189
As spring bloomed,season held,Falcon-7B,19
Slowly but surely,world beginning open know had impact way live lives restrictions begin ease looking,Falcon-7B,283
As time passed,patient developed deficit treatment patient referred hospital evaluation patient diagnosed diagnosis leukemia,BLOOM,67
In the bar,sat table corner covered tablecloth set candlesticks candles had light candlesticks,GPT-Neo,151
He lifted the,rifle barrel pointed crowd shouted Bring people stood hands clasped waited shoot go one,GPT-Neo,113
With a crescendo,applause president declared expansion power have aircraft carrier fleet one have,GPT-Neo,632
The meal came,side rice side beans rice bland beans side rice side beans rice bland,Falcon-7B,484
Beneath the trees,making comeback sun season season seen likes Jaguars Source,GPT-2,71
With a gasp,realized reading comments article,OPT,637
With a nod,season feature show Legends feature cast,Falcon-7B,644
The car sped,dark tires crunching gravel drove drove way road drove way raining drove had,GPT-Neo,353
In the kitchen,see pair shoes built Photo stove bed see times month made day,GPT-2,181
With a gasp,realized reading comments article,OPT,637
In the meadow,east west border region continent mountains slopes,GPT-2,189
In the den,oising process image transformed pass filtered image image restored image denoising process performed following steps image transformed,BLOOM,168
With a smile,look excitement took grass school looked mass people staring stairs sun started breaking evening glow,GPT-2,649
He climbed the,ramp middle sign team take action way players hopes stopping player knee having take overdose felt left lot room,GPT-2,106
He discovered the,sandwich joking lie joking sandwich shop works,OPT,110
The moon rose,stars shining sun shining stars shining moon shining stars shining moon shining stars shining moon shining stars shining,BLOOM,490
As they waited,result students asked write thoughts topic students asked write thoughts topic students asked write thoughts topic students,BLOOM,64
The car honked,looked looked time looked time time,Falcon-7B,352
The candle flickered,room filled smell burning flesh man lying floor face covered blood man man,OPT,347
"Softly, she sang",songs went bed sleep sleep sleep,BLOOM,302
With a frown,man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
As they deciphered,data listed file found amount data stored database called database city state capital city database,GPT-2,34
She turned away,camera looked got see face,OPT,276
The deer froze,death think bear,OPT,395
In the temple,are temples is temple middle night is temple built temple read temple built,GPT-2,209
The audience applauded,curtain came performance season applause students faculty staff had,Falcon-7B,312
The leaves fell,earth taking colors jewels crown flowers unfolded petals grew birds sang songs delight animals took flight dogs,GPT-Neo,468
"Slowly, she walked",door waiting moment time waiting moment time,OPT,300
The cat stretched,hand said ’re Thank said cat ’s thing came looked cat said ’re,BLOOM,360
"Carefully, she aimed",revolver chest Gentlemen said think made mistake remember cried,GPT-2,81
The boat rocked,water sun shining sky sea air boat people smiling laughing boat heading,Falcon-7B,330
The fire crackled,popped fireplace smell burning wood filled room fire sight temperature digits snow falling wind blowing temperature,Falcon-7B,418
The car sped,driver stopped driver taken hospital car taken police station driver taken police station car taken police station driver taken,BLOOM,353
With a nod,past Wars trilogy return roots trilogy return roots �,OPT,644
The wind howled,rain fell stop edition event success event held downtown,Falcon-7B,610
The toppings added,salad salad dressing made mixture thyme salt salad dressing made mixture,BLOOM,583
The water rippled,wind blew wind blowing direction sun sun shining wind blowing direction wind wind blowing direction sun,BLOOM,599
The smoke rose,purple red sun sun seemed come sound came light,GPT-2,554
"Quietly, he moved",room talking have get library have get notes tonight meeting governor have get,GPT-Neo,220
With great effort,make project use making designed module allows create parts build interface module support,GPT-2,667
The grass swayed,wind sun shone green birds chirped trees air sky grass trees flowers blooming,Falcon-7B,444
She cheered for,team team,OPT,236
He lifted the,lid looked man holding lid man army time man army time man,BLOOM,113
The bell echoed,church congregation rose feet ’m ’re pastor said praying ’m,Falcon-7B,322
As day ended,sun setting sky turning sitting porch enjoying view breeze sitting porch enjoying view breeze,Falcon-7B,7
The leaves rustled,side car leaves chopped pieces dog owner thought puppy made deal had,GPT-2,470
In the foyer,foot addition downtown mural depicts church history,Falcon-7B,174
The rain ceased,sun came hours get do work garden planted seeds transplanted seedlings planted seeds had,Falcon-7B,528
The bridge swayed,bit shot think wind,OPT,336
He stood up,beliefs,OPT,134
In the bakery,line women waiting bakery counter couple phone couple wore headphones buy see,GPT-Neo,150
The kite rose,surface wind blew wind blowing direction sun sun shining wind blowing direction sun sun shining,BLOOM,462
The camera clicked,image captured saw car door lens mummy photo showed spot dark spot one,GPT-Neo,341
The owl hooted,doing looked wolf wanted ask sitting boulder rolled chair arm crossed gl,GPT-2,506
The river flowed,stream formed ice wall began melt day river overflowed stream liquid river sank sea,GPT-2,537
With a smile,said ’re ’re ’re ’re ’re,BLOOM,649
As morning came,couple weeks crowd gave escape noise music did,GPT-2,12
The fire dwindled,smoldering ember flames burned fire burning heart city flames burning hearts people fire burning,OPT,421
The sun peeked,clouds temperature 70s day walk walked street park walked park walked walked,Falcon-7B,572
The path wound,woods knew have walk see began hear trees rustling sound comforting forget,GPT-Neo,510
"Gently, she placed",hand arm said going hurt going hurt said looked smile ’re,BLOOM,96
"Gently, she placed",2nd made wait bench seconds help hand lifted hands standing front looking,GPT-2,96
The piano echoed,room notes floating air music thing room walls grey floor grey furniture,Falcon-7B,517
With a gasp,realized reading comments article,OPT,637
The toppings added,pizza way add flavor pizza pizza way add flavor pizza pizza party,Falcon-7B,583
The wind blew,wind standing corner waiting turn says athletes gathered site hear talk Cherries says expects,GPT-2,608
The smell of,earth gone earth gone earth gone earth gone earth gone earth gone earth gone earth gone earth,BLOOM,551
She bargained for,house got house house,Falcon-7B,234
The results appeared,bit surprise results poll conducted found majority believe,OPT,535
The elevator dinged,door locked man standing hallway woman standing hallway woman woman man man,BLOOM,411
The mirror reflected,glow light room sister called girl sister turned sisters moment,GPT-2,486
The meal came,ordered chicken rice rice chicken rice chicken rice chicken,BLOOM,484
She walked away,car headed direction park duty police officer person walking yelled know said,GPT-2,278
In the pantry,village one looked knowledge find man rank one say came reason,GPT-2,195
The bird flew,minutes followed wooded area know happening said bird flew wooded area landed,GPT-2,326
The balloon floated,air man taken hospital patient discharged day patient followed year half patient had history,BLOOM,319
"Carefully, he examined",man face talking going hurt talking going,OPT,73
With a smile,face man spotlight months spotted company wife daughter actor shooting film,OPT,649
As evening approached,sun setting wind blowing wind blowing windshields cars shaking wind blowing windshields cars,BLOOM,8
With trembling hands,opened envelope read letter read read time read time read time read,Falcon-7B,668
The phone vibrated,say thought got,OPT,516
The cat meowed,sniffed staring look pet said looks running pet grow couple times year,GPT-2,358
The conversation flowed,think done make,OPT,378
"Without hesitation, she",agree,OPT,669
The train rumbled,night lights city flashing train people traveling days way train,Falcon-7B,588
The baby cried,crying thought began cry cry cried cried had feed cried cried had give bottle cried cried,GPT-Neo,315
"Gently, he stroked",hair felt warmth hand said mean hurt said,OPT,90
She sketched the,thing head think trying get look guy face,OPT,268
The pages turned,sat felt weight responsibility lifted shoulders night man loved morning spent morning sitting,GPT-Neo,507
The lesson ended,boys sat seats watching movie screen teacher told watch watched times lesson had end said had go car,GPT-Neo,472
"Carefully, she placed",fingers lips pushed want go die go place said,GPT-Neo,86
"Slowly, she jogged",legs ran kitchen sitting kitchen table legs crossed face covered hands looking kitchen table thinking,BLOOM,296
"Quietly, he whispered",going get going get said looked,BLOOM,223
As morning came,sat kitchen table pajamas cup coffee mug laptop table said boy sitting,GPT-Neo,12
"Carefully, he placed",hand latch promised had foot floor door spring had had,GPT-Neo,76
He planted the,tree garden gardener gardener gardener gardener gardener,BLOOM,121
"Slowly, she turned",head look understand do father,Falcon-7B,299
She added the,following prison ’m position,GPT-Neo,232
In the basement,hotel reporter stood hotel entrance closed hotel security guards stood cameraman said reporter hand rested hotel wall security,GPT-2,152
He harvested the,leaves pressed boiled water liquid became paste mixed flour spices prepared dough hold pastries day,GPT-Neo,112
The plants thrived,density locations success people live density towns dominate area appreciate benefits planting leafy trees people ask,GPT-2,519
The car started,circles wheel began roll start turning stopped stopped do voice filled fear side circle,GPT-2,354
With a cough,flu tempted take pain reliever help ease symptoms reach bottle know pain relievers make symptoms,Falcon-7B,631
The radio played,song guy love girl love guy love girl love guy love girl love,OPT,527
Looking into his,eyes saw smile face sight father sight mother sight father,BLOOM,213
In the kitchen,kitchen place cook prepare meals kitchen place prepare meals prepare meals kitchen place prepare meals prepare meals kitchen place,BLOOM,181
The leaves rustled,trees looked looked lake stretched west knew father going tell times looked,GPT-Neo,470
The ice cracked,ice broken pieces ice broken pieces ice thrown fire fire kept burning time ice broken,BLOOM,449
The water gurgled,wind blew wind blowing direction sun sun shining direction wind wind blowing direction sun sun shining,BLOOM,598
The stars twinkled,diamond dust sun set night sky crystal gazed heavens diamonds glistened dark sworn saw stars,GPT-Neo,566
As they drove,driver car hit cyclist said see,OPT,35
The ingredients combined,form storm use combination chemical water vapor break protein add salt oil make lemon cups water bunch,GPT-2,455
The baby giggled,smiled understand understand asking understand saying,OPT,316
With a sigh,looked calendar day spring going go park friend had headache working project,OPT,648
The dog growled,gon get time said sergeant watching dogs make turn backs time repeated,GPT-Neo,398
With a thresh,hold had order prevent enemy going make man woman king father came bed afternoon,GPT-2,659
The clock struck,midnight day year year brought year resolution resolution lose weight others ’s get,OPT,371
The waves lapped,shore sun shining water beach crowded people,Falcon-7B,604
The baby cried,cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried cried,BLOOM,315
"Quietly, he whispered",going get going get said looked,BLOOM,223
The kite soared,gulls screamed flying trip plane filled hundreds people end flight stewardess handed box piece,GPT-Neo,463
The leaves rustled,wind sun shone figures girl woman hair complexion dressed dress holding,Falcon-7B,470
The magic sparked,do do do do,BLOOM,481
With a smile,face looked kind look room made way tent sun went hours setting meet,GPT-2,649
"Slowly, he breathed",trying imagine happened future swallowed thought answered tell cheeks,GPT-2,284
With a frown,looked clock morning hours tossing turning trying get trying get sleep had,Falcon-7B,635
The kite dipped,water wind blew wind blowing direction kite flying wind blowing direction kite flying,BLOOM,461
The dog growled,snapped man man dog dog man man dog dog man man,Falcon-7B,398
In the garage,garage garage garage garage garage garage garage garage garage garage garage,OPT,176
The fire crackled,flames spread fire building consumed fire building consumed fire building consumed fire,BLOOM,418
The phone buzzed,time time heard phone ring middle conversation mother middle conversation father,OPT,514
He turned back,expression problem help have option go friends send,GPT-Neo,140
As night approached,sun setting wind blowing wind blowing windshield car shattered car soaked rain windshield shattered,BLOOM,13
"Gently, he stroked",face kissed lips kissed lips kissed face kissed lips kissed face kissed lips,BLOOM,90
The piano echoed,room sound piano sound room piano instrument sound piano sound room piano,OPT,517
The dough formed,back bread work pan used olive oil had hand olive oil added dough,GPT-Neo,406
The ice formed,sun set wind gave light saw silhouette moving covered scars seemed belong hand chest R,GPT-2,451
She stirred the,pot pot pot pot pot pot pot pot,OPT,273
With a nod,films thought time give series fans introduce series figures,GPT-Neo,644
The stream bubbled,bit working working,OPT,571
The bird flew,tail swinging flying speed time added made sounds flew screen looked flying tree,GPT-2,326
The crowd roared,men screamed women wept baby cried babies laughed did supper man left hadn,GPT-Neo,384
Slowly but surely,world changing world changing world changing world changing world changing world changing world changing world changing world changing,BLOOM,283
The music pulsed,exploding balloon explosion power packed burst life energy effect left world feeling exposed force sound didn,GPT-2,497
He looked back,eyes looked time broken seemed smiling said time sounded cared,GPT-Neo,116
The magic sparked,air season got defending champions kicked season,Falcon-7B,481
"Gently, she touched",tip tongue head cock groaned hands tightening head licked head took mouth,Falcon-7B,102
"Gently, she erased",dust face gesture resignation went window sun setting air freshness,BLOOM,93
In the study,development effects nutrition offspring past area study fact studies conducted animal models carried samples,GPT-Neo,208
He admired the,man integrity match wife charm run man had family wife woman admire,GPT-Neo,103
He adopted the,name city year city named city founded city located heart city,BLOOM,104
The leaves rustled,wind blew trees wind day sun shining sky leaves turning colors,OPT,470
As they rehearsed,wedding bride groom midst scene bride standing middle room hair knot eyes lips pressed,BLOOM,54
With a cheer,smile said ’re Thank said girl want go looked smile ’re,BLOOM,624
As they laughed,laughing fact laughing fact laughing fact laughing fact laughing fact laughing fact laughing,BLOOM,45
The leaves rustled,wind sun shone figures girl woman hair complexion dressed dress holding,Falcon-7B,470
The cat jumped,puddle saw jumped water edge looked see face spoke,GPT-2,357
She stood up,looked looked car keys took ran man Gage put arm see,GPT-Neo,274
In the shelter,children given welcome welcome newcomers children introduced newcomers shelter staff children introduced newcomers shelter staff,BLOOM,202
In the courtyard,men seated row woman standing window man man face manner dressed,BLOOM,165
He stretched his,arms head flexing limber fashion concentrated vision desired dot appeared horizon,GPT-Neo,135
The bell chimed,morning morning said shaking hands said,GPT-Neo,321
"Quietly, he whispered",friend sun brings friend go boy trying kill turned stood holding hand,GPT-2,223
As they rehearsed,show cast crew midst rehearsal show performance cast crew rehearsing,OPT,54
In the mirror,noticed had panties noticed wore dress time walking mother see window wearing heels,GPT-2,190
The smoke rose,fire extinguished fire extinguished smoke extinguished fire extinguished smoke extinguished fire extinguished smoke,BLOOM,554
In the attic,house middle night heard noise looked saw man standing middle attic wearing hoodie pants looking,OPT,148
The candle flickered,room filled smell burning flesh man lying floor face covered blood man man,OPT,347
The meal came,side fries drink joking works joking had joking,OPT,484
"Softly, she sang",asked found body said fire lit days earth,GPT-2,302
The story unfolded,tweeted member parent company members company shared link story host event,GPT-2,570
The flag waved,wind wind wind wind wind wind,OPT,427
"Slowly, he poured",water bowl added soap rubbed soap water added shampoo rubbed shampoo water added conditioner rubbed,Falcon-7B,290
The bread crackled,fingers realized sounded wind picked fork going tell know asked setting bread,GPT-Neo,335
The candle glowed,hearth cast glow man room sat gloom silence head resting table eyes closed laid wig,GPT-Neo,348
She stirred the,pot pot pot pot pot pot pot pot,OPT,273
The whiteboard filled,names people died mass shooting names added board confirmed,Falcon-7B,606
The connection established,require law enforcement agencies comply meant apply entities,GPT-Neo,377
The pencil scratched,surface paper paper torn paper folded folded paper folded paper folded paper folded paper folded,BLOOM,513
As evening fell,sun shining winter coming birds singing birds singing air birds singing air birds singing air,BLOOM,9
In the forest,leaf size branch length number leaves measured leaf area basal area calculated A = πr*^2^*/4,GPT-Neo,173
He looked away,find pair boots seen felt heart rate pick seen boots legs felt,GPT-Neo,115
He walked towards,door step looked body flung sofa gaze fixed women heads bowed prayer eyes roamed,GPT-Neo,143
The moon rose,walked woods lake phone went pocket years sat shore pulled phone had,GPT-Neo,490
In the basement,membrane expression marker E - cadherin increased presence tumor cells tumor expression marker vimentin increased,BLOOM,152
He planted the,tomato seeds put ground night night weather predicted temperature degrees snow thought make growing night,GPT-Neo,121
With a smile,face man spotlight months spotted company wife daughter actor shooting film,OPT,649
"Slowly, he turned",entered cave pulling screen door closed feel feel pain,GPT-Neo,292
A sudden noise,filled smoke echoed car windows pilot startled sight pilot gun shot times pilot helmet times returning cockpit,GPT-2,1
He looked back,said kisser kisser kisser,OPT,116
The camera clicked,scene scene shown user user select scene displayed screen user select scene displayed screen user select scene,BLOOM,341
The data revealed,number patients test result group test result group test result results study showed number patients,BLOOM,391
The phone rang,calling inform owe ’ve,Falcon-7B,515
The adventure unfolded,years according company set become producers movie director re - evaluate franchise term seeks,GPT-2,305
With a laugh,pounder said trying get day day part,Falcon-7B,642
In the cave,man days had habit turning cave happened hominids wandering ancestors decided turn,GPT-Neo,157
At the corner,proposed complex,GPT-Neo,69
"Slowly, he kneaded",dough kneaded dough kneaded dough kneaded dough kneaded dough,OPT,287
In the competition,people make break career science technology 's formula success have go situation profession scientist had prove,GPT-2,161
With a taste,future future Internet Internet Things way connecting devices people ’s network devices communicate,OPT,658
With a groan,looked picture,OPT,639
The sword gleamed,sunlight light shining blade sword sword sword sword sword,BLOOM,577
The curtain fell,day season show night show host announced show moving,OPT,387
He decided to,take control take place boss stop army rest army crushed,GPT-2,109
The car stopped,front house driver got opened door passenger passenger got walked steps door driver got walked passenger side car,Falcon-7B,355
She walked away,car came said mean hit,OPT,278
The ghost appeared,middle night room heard noise looked window saw figure standing middle road shitless ran,OPT,439
The potion bubbled,air fire burning shelter fire burning shelter fire burning shelter fire burning shelter fire,BLOOM,523
The crop yielded,bushels corn bushels soybeans crop planted acres land crop,Falcon-7B,381
With great care,selected products products made quality materials help questions help questions,Falcon-7B,666
In the study,history church century called time change upheaval church movement began,Falcon-7B,208
The fire died,line days round talks future authorities say forces backed rebel groups backed supported rebels,GPT-2,419
The aroma spread,area fragrance moved corner mouth have time decided told stop talking,GPT-2,308
The night rocked,music having blast dancing drinking having time having time dancing,Falcon-7B,501
The lightning flashed,thunder rumbled storm coming storm coming storm coming storm coming storm coming storm,OPT,476
The leaves fluttered,wind blew sun shone clouds rolled rain fell wind blew sun shone clouds rolled rain fell wind blew,Falcon-7B,469
She debugged the,system found system working system working system detect presence virus system working system detect,BLOOM,240
The rain stopped,sun came hours get do yard work get leaves raked put compost got,Falcon-7B,534
The firewall breached,firewall rules server connect server server connect server server connect server server connect,BLOOM,425
The camera flashed,crowd cheered pageant held winner lawyer,Falcon-7B,342
The candle burned,night burning today flames reached wall palace burned beacon people meant protect flames,GPT-Neo,346
The music soared,dancers twirled audience cheered season opened performance,Falcon-7B,498
The baby giggled,sound growl ran life jacket walked stood bedroom door want go sleep tonight cousin,GPT-2,316
As they talked,season thinking miss season loved season think season agree think season,OPT,60
The elevator arrived,floor building doors opened man stepped beard coat wearing hat scarf,Falcon-7B,410
The test passed,tests matter minutes began using version website using test suite time change team losing power changed,GPT-2,580
She stood up,ran door arms outstretched reaching pockets piece advice had questions things happening,GPT-2,274
She turned around,held hands gesture surrender air defiance face made going go let go,GPT-Neo,275
The trophy gleamed,sunlight sun shining ground sun shining ground sun shining ground sun shining ground sun shining,BLOOM,593
The fire roared,forest flames burned leaves bark trees fire burned leaves bark trees fire,OPT,423
In the distance,see shadow man man suit man suit man suit man,OPT,169
"Slowly, he typed",note father sat computer know remember,GPT-Neo,293
The smoke rose,chimney smell wood fire air sun setting sky pink air leaves beginning change color,Falcon-7B,554
The night echoed,sound wind wind echoed sound night wind echoed sound night wind echoed sound night wind echoed sound,BLOOM,500
With a nod,ding smile said ’re ’re said girl ’re ’re said girl ’re,BLOOM,644
The clock struck,am walking work said had idea gone victim cyberattack told,GPT-2,371
The crowd roared,delight man kill people shouted crowd leader Let killer going call beat shouted crowd leader,GPT-2,384
"Quietly, he whispered",going get going get said looked,BLOOM,223
The password worked,mean trying say saying password worked mean,OPT,508
With a laugh,soldier drew hand swung blow smashed face man sending tumbling room crash steel wall woman gasped,GPT-Neo,642
With a frown,face looked man entered room mean interrupt go,OPT,635
As they sat,stands parents athlete overcome emotion crying said mother watching daughter compete,Falcon-7B,55
"Gently, she placed",hand chest going hurt need know happened closed eyes took breath middle,Falcon-7B,96
A sudden noise,roused sleep crash hissing whistle followed crack groan pillow rumbles turns room,GPT-Neo,1
As they smiled,lifted head meet gaze take hands shoulder asked blonde I'm replied,GPT-2,58
"Quietly, he whispered",hope goes think send message soldier career service seen lot things called,GPT-2,223
The view expanded,world thing thing thing thing person likes center,OPT,597
As they played,game going play game thought,OPT,50
He looked back,room course was lot university lot things remember,GPT-Neo,116
The kite soared,sky wind blowing kite flying kite flying kite flying kite flying kite flying kite flying,Falcon-7B,463
"Gently, she massaged",area eyes closed eyes enjoying sensation whispered fault,Falcon-7B,95
In the park,park park park park park park park park park park park,OPT,196
The bell tolled,time end season whistle blew game season men soccer team finished,OPT,324
With a grunt,grizzly bear lifted standing position lifted leg man hop stand stand crutches hobble took moment,GPT-Neo,640
"Gently, she rocked",screamed opened arms pulled arms wrapping legs time gave kiss cheek pulled parents followed,GPT-2,99
The wind howled,rain fell wind rain fell roof house rain roof fell rain roof fell rain,BLOOM,610
He looked up,sky saw cloud stars saw cloud stars saw cloud stars saw cloud stars,BLOOM,118
As they escaped,storm terror brutality days braced thought future police army attack time kill,GPT-Neo,38
The door closed,said voice mean hurt mean hurt,Falcon-7B,402
In the basement,membrane expression marker E - cadherin increased presence tumor cells tumor expression marker vimentin increased,BLOOM,152
The car started,move move move move move move move,Falcon-7B,354
The waves crashed,rocks wind blew sun shone rocks wind blew sun shone rocks wind blew sun shone,Falcon-7B,603
He admired the,way sun shone water,OPT,103
The crowd swayed,man stage stood took hat head put turned eyes fell felt world side reached,GPT-Neo,385
In the basement,story room has rooms girlfriend citizen found trying help said,GPT-2,152
He searched for,way get information database work tried use following code work user pass dbname,BLOOM,130
The train departed,people had leave trains waiting company said received safety reports request ignored,GPT-2,587
In the foyer,building is room table chairs place sit relax place eat place sit relax,OPT,174
The rain stopped,sun came thing saw opened eyes couple ducks kitchen window life farm city,GPT-Neo,534
He painted the,thing think did,OPT,119
As night fell,moon hidden clouds stars shining sky stars shining sky stars shining sky stars shining,BLOOM,15
The snow crunched,ground wind blew direction road wind blowing direction road snow falling road wind blowing direction road,BLOOM,555
"Slowly, he breathed",air saw light fire rising distance astonished looked see fire rising distance fire,BLOOM,284
In the pantry,kitchen living room kitchen place find kitchen sink sink place find sink sink place find sink,BLOOM,195
The future neared,,OPT,436
With a smile,said ’re ’re ’re ’re ’re,BLOOM,649
As they walked,house intersection saw car signs said Race riots stopped police vehicle give test drive car stopped,GPT-2,65
As they laughed,joked men watched man following man armed knife approached men demanded money men refused,Falcon-7B,45
As they drove,get base mountain train shot times rolled railroad tracks Searchers followed found man looked jeans frame hair,GPT-2,35
The bridge swayed,wobbled weight truck rolled wheels sliding pier gravel shore kept rolling end,GPT-Neo,336
As they waited,corner looked seen,GPT-Neo,64
With a gasp,realized holding breath let rush felt tears start flow holding coming,Falcon-7B,637
The wind gusted,stood rooted watching snow swirl ghosts losing light men said need get,GPT-Neo,609
The leaves swirled,feet reached remove hand grazed leather strap fingertips brushed blade waist stepped bringing knife hand knife cut,GPT-Neo,471
She practiced the,art selfie think photographer,OPT,256
With a yawn,gap judiciary preparing order strike regulations put place protect consumers products business practices considering,GPT-Neo,663
The rain drizzled,road wind blowing direction wind blowing direction wind blowing direction wind blowing direction wind blowing,BLOOM,529
"Slowly, he turned",water poured boiling water mug wave peace rushed took mug hands sipped liquid pleasure breathed closing,GPT-Neo,292
With a gasp,says Tolerance man owns restaurant lie statements support,GPT-2,637
In the kitchen,kitchen place cook prepare meals kitchen place prepare meals prepare meals kitchen place prepare meals prepare meals kitchen place,BLOOM,181
The grass swayed,wind sun shone green birds chirped trees air sky grass trees flowers blooming,Falcon-7B,444
She walked towards,said said said said,OPT,279
The chalk dust,water bottles smeared place said hurt think rain damaged trees sun energy,GPT-2,361
As they watched,video students asked identify types bullying think ’s know bullying said year student,Falcon-7B,66
As they chatted,began compare notes woman olive complexioned woman husband thirties think years,GPT-Neo,29
The door closed,said voice mean hurt mean hurt,Falcon-7B,402
The child laughed,end think dog,OPT,365
The bird chirped,sun shone wind blew clouds rolled grass grew flowers bloomed trees grew birds sang sun shone wind blew,Falcon-7B,325
The password worked,place post having trouble password tried password posted site does,Falcon-7B,508
The phone buzzed,vibrated voice device playing phone microphones radio playing,GPT-2,514
The circuit connected,power supply shown circuit comprises transistor transistor transistor T′′ transistor transistor,BLOOM,367
She chanted the,song crowd cheered song sung band crowd cheered song sung band crowd cheered song sung band,BLOOM,235
Slowly but surely,government moving fledged war estimates invade guise overthrowing government protect citizens threats security,GPT-Neo,283
The vendor called,said used T engine had stock engine asked meant said,Falcon-7B,594
The leaves fell,tree tree tree tree tree tree,OPT,468
In the bar,bartender man shaved head snake neck wearing T shirt pair jeans drinking beer watching basketball game,Falcon-7B,151
In the distance,wall stone standing figure appeared name years life finished family separated,GPT-2,169
